Seq,Row,Orig_Symbol,Orig_Order,Orig_IC,Orig_Entropy,Swap_Symbol,Swap_Order,Swap_IC,Swap_Entropy,Distance,song,Label
9,176,I,5,1.22596364232925,3.57342925640261,I,5,5.54190932951883,1.87223741384591,,"",
9,177,-III,6,5.3859623763937,4.47594684651613,-III,5,3.19419369393335,3.93368122408039,,"",
9,178,IV,4,3.68224647828727,4.76358429897408,IV,4,5.57372083447405,1.77012702573158,,"",
9,179,-III,4,4.57204992139169,4.36323627304921,-III,4,4.57204992139169,4.36323627304921,,"",
,,,,,,,,,,,,
10,53,I,8,2.29868432430927,4.82878795915354,I,8,2.29868432430927,4.82878795915354,,"",
10,54,I,8,1.10729999776092,3.7589162691607,I,8,1.10729999776092,3.7589162691607,,"",
10,55,I,9,1.08231476192548,3.74588442191655,I,9,1.08231476192548,3.74588442191655,,"",
10,56,-III,10,5.89620563525321,3.59884485597101,-III,10,5.89620563525321,3.59884485597101,,"",
10,57,-VII,9,3.58212789231403,4.9374623807565,-VII,9,3.58212789231403,4.9374623807565,,"",
10,58,I,6,2.87075893911272,3.81645993875873,-III,6,2.88155227496655,3.81645993875873,0.0107933358538266,Heart_MagicMan_1976.varms,3
10,59,-III,6,1.60253372802499,4.05417303489958,-III,4,6.55274597047609,2.11867104545506,,"",
10,60,-VII,4,0.32568885369701,1.77012702573158,-VII,3,4.35453004280108,5.22279744605835,,"",
10,61,I,7,0.623535871657493,2.36227692812983,I,4,4.75734246423097,3.9665181037767,,"",
10,62,-VII,8,4.54290707089239,2.8758424330908,-VII,3,4.0890876676724,5.05113217887192,,"",
10,63,I,5,1.22596364232925,3.57342925640261,I,4,1.76821909444228,4.06758021633853,,"",
,,,,,,,,,,,,
11,6,I,5,2.26786765053493,4.57498668972421,I,5,2.26786765053493,4.57498668972421,,"",
11,7,I,6,1.83915579387984,4.33892908406573,I,6,1.83915579387984,4.33892908406573,,"",
11,8,IV,7,2.77474416905733,4.90670815979219,IV,7,2.77474416905733,4.90670815979219,,"",
11,9,IV,8,2.18169475082118,4.58773375259155,IV,8,2.18169475082118,4.58773375259155,,"",
11,10,IV,9,3.89935151021776,4.61100424561705,IV,9,3.89935151021776,4.61100424561705,,"",
11,11,I,9,1.98707167759548,3.90490451422674,IV,9,1.97462043415973,3.90490451422674,0.0124512434357507,Alabama_TakeMeDown_1982,3
11,12,I,7,0.43816417274128,2.06384951127349,I,10,3.35046215811061,4.15086179781445,,"",
11,13,I,10,4.12981605151069,4.25845780238765,I,9,1.82659647412476,4.36237864151725,,"",
11,14,I,7,2.8050577463273,4.03686678296414,I,9,3.32145180872345,4.30613199931275,,"",
11,15,V,7,4.09175571108249,4.90117321121699,V,9,4.75907044716674,4.49016116969285,,"",
11,16,ii,8,5.37884821730573,4.18371576529549,ii,6,4.99981919871069,4.64548347951777,,"",
,,,,,,,,,,,,
12,160,I,6,2.95992427152465,4.40028778051764,I,6,2.95992427152465,4.40028778051764,,"",
12,161,V,6,4.01830266263837,4.34687578278586,V,6,4.01830266263837,4.34687578278586,,"",
12,162,I,6,2.0567852235837,4.21696543591909,I,6,2.0567852235837,4.21696543591909,,"",
12,163,I,7,1.64909921587837,4.17242922415495,I,7,1.64909921587837,4.17242922415495,,"",
12,164,I,8,2.67692616259749,4.55081833332395,I,8,2.67692616259749,4.55081833332395,,"",
12,165,V,9,1.95429717232629,3.85612536152663,I,9,1.94092642295728,3.85612536152663,0.0133707493690098,StrayCats_RockThisTown_1982,3
12,166,I,10,1.05346639889565,3.24219600772246,I,10,2.67552183958662,4.27673732203983,,"",
12,167,I,8,0.256867102530418,1.42446893947381,I,10,1.03602901676301,3.49017466338799,,"",
12,168,r,10,2.90413937150713,3.85717550915608,r,10,3.36638988357066,4.53845776596834,,"",
12,169,r,7,0.62118678143913,2.17974316877839,r,8,1.28297658604809,3.26487306492342,,"",
,,,,,,,,,,,,
13,7,I,5,2.06955154586731,3.69656478212149,I,5,2.06955154586731,3.69656478212149,,"",
13,8,I,6,2.80909550862217,4.6815697478369,I,6,2.80909550862217,4.6815697478369,,"",
13,9,-VII,7,2.87969225470098,4.86626631262571,-VII,7,2.87969225470098,4.86626631262571,,"",
13,10,I,8,1.56296289999806,3.37779164704974,I,8,1.56296289999806,3.37779164704974,,"",
13,11,-VII,9,3.22206740923644,4.75545465403269,-VII,9,3.22206740923644,4.75545465403269,,"",
13,12,I,8,1.6874777138485,3.15477233659325,-VII,8,1.67358951221612,3.15477233659325,0.0138882016323845,DavidBowie_GoldenYears_1976,3
13,13,-VII,7,3.74582295226207,3.1647156741172,-VII,6,1.78370074773045,4.37442424390434,,"",
13,14,I,7,1.62889121503729,3.78190873311708,I,5,3.72112165345717,4.43829844939989,,"",
13,15,-VII,8,1.73677397201829,4.27676192925786,-VII,5,4.90019305804806,4.45131892597693,,"",
13,16,I,9,1.31934798632433,3.62986335286041,I,4,2.21857546690653,4.26445601134195,,"",
13,17,-VII,10,2.69039259780494,3.77472096397536,-VII,5,2.38980261191584,4.85504375119951,,"",
,,,,,,,,,,,,
14,5,I,4,2.0619464717747,4.4390711945881,I,4,2.0619464717747,4.4390711945881,,"",
14,6,IV,5,1.71681898810483,4.39586934645238,IV,5,1.71681898810483,4.39586934645238,,"",
14,7,V,6,1.96113820847926,4.06540780392458,V,6,1.96113820847926,4.06540780392458,,"",
14,8,I,7,0.998517311465863,3.42419149634115,I,7,0.998517311465863,3.42419149634115,,"",
14,9,IV,8,3.0215284942169,4.95814729130239,IV,8,3.0215284942169,4.95814729130239,,"",
14,10,V,9,2.18856154300757,3.84721630367086,-vio,9,2.20576632718369,3.84721630367086,0.0172047841761165,NickGilder_HotChildInTheCity_1978,3
14,11,I,9,2.21065454171759,4.65006721260551,I,2,7.08822816772702,3.22651732089643,,"",
14,12,IV,10,0.748054765170821,2.91626177777021,IV,1,5.23722324150988,5.485913792999,,"",
14,13,V,10,0.446927594712898,1.85031178506384,V,2,4.53829685197255,5.37861618961795,,"",
14,14,I,10,0.562334931978264,2.3729478778977,I,3,3.6737232073129,5.22171337184552,,"",
14,15,IV,10,0.748054765170821,2.91626177777021,IV,4,3.78336665460863,5.18906739018764,,"",
,,,,,,,,,,,,
15,27,I,5,2.86314745566516,4.98886868015704,I,5,2.86314745566516,4.98886868015704,,"",
15,28,IV,6,3.3314096866695,5.03226652480925,IV,6,3.3314096866695,5.03226652480925,,"",
15,29,V,7,1.9404882237196,4.05151435331636,V,7,1.9404882237196,4.05151435331636,,"",
15,30,I,8,2.11418440364744,4.47866429446214,I,8,2.11418440364744,4.47866429446214,,"",
15,31,V,9,3.95028970203014,4.97055630994227,V,9,3.95028970203014,4.97055630994227,,"",
15,32,I,10,2.05009968083705,3.80645870948351,vi,10,2.06760830865433,3.80645870948351,0.0175086278172762,Blondie_IslandOfLostSouls_1982,3
15,33,VI,8,6.57689042234239,4.10071657486418,VI,10,6.31813777844037,4.67686582930518,,"",
15,34,IV,5,3.28320074916938,4.38448090696284,IV,3,4.46141305569927,4.91378528383038,,"",
15,35,V,4,5.65317409722611,3.39828968922086,V,3,3.79652722041455,5.06667012603072,,"",
15,36,I,3,3.03105543636998,5.10510241420634,I,4,1.81695638708576,4.58899934875038,,"",
15,37,IV,4,4.66982150768118,5.13097374069575,IV,4,4.66982150768118,5.13097374069575,,"",
,,,,,,,,,,,,
16,113,-VII,8,1.32324582305488,3.59891091454974,-VII,8,1.32324582305488,3.59891091454974,,"",
16,114,i,9,2.77300665292017,3.79180149379044,i,9,2.77300665292017,3.79180149379044,,"",
16,115,i,9,1.4260695562919,3.85339390265098,i,9,1.4260695562919,3.85339390265098,,"",
16,116,-VII,10,1.24297845647109,3.46456365062379,-VII,10,1.24297845647109,3.46456365062379,,"",
16,117,-VII,10,1.12451185003534,3.25141344687368,-VII,10,1.12451185003534,3.25141344687368,,"",
16,118,i,10,1.94397531813219,3.92100387826457,-VI,10,1.92522739280873,3.92100387826457,0.018747925323459,Quarterflash_HardenMyHeart_1982,3
16,119,i,10,1.62975588056521,4.03526971855182,i,6,6.37879106593313,1.85649338076187,,"",
16,120,-VII,10,1.24297845647109,3.46456365062379,-VII,4,3.06538195574854,4.99665689811124,,"",
16,121,-VII,10,1.12451185003534,3.25141344687368,-VII,5,5.25671886415612,4.01572736449639,,"",
16,122,i,10,1.94397531813219,3.92100387826457,i,3,3.12913439396305,5.04374293891889,,"",
16,123,i,10,1.62975588056521,4.03526971855182,i,4,2.19677447040832,4.53733188942151,,"",
,,,,,,,,,,,,
17,121,-VII,10,1.12451185003534,3.25141344687368,-VII,10,1.12451185003534,3.25141344687368,,"",
17,122,i,10,1.94397531813219,3.92100387826457,i,10,1.94397531813219,3.92100387826457,,"",
17,123,i,10,1.62975588056521,4.03526971855182,i,10,1.62975588056521,4.03526971855182,,"",
17,124,-VII,10,1.24297845647109,3.46456365062379,-VII,10,1.24297845647109,3.46456365062379,,"",
17,125,-VII,10,1.12451185003534,3.25141344687368,-VII,10,1.12451185003534,3.25141344687368,,"",
17,126,i,10,1.94397531813219,3.92100387826457,-VI,10,1.92522739280873,3.92100387826457,0.018747925323459,Quarterflash_HardenMyHeart_1982,3
17,127,i,10,1.62975588056521,4.03526971855182,i,6,6.37879106593313,1.85649338076187,,"",
17,128,-VII,10,1.24297845647109,3.46456365062379,-VII,4,3.06538195574854,4.99665689811124,,"",
17,129,-VII,10,1.12451185003534,3.25141344687368,-VII,5,5.25671886415612,4.01572736449639,,"",
17,130,r,10,4.14707236128461,3.92100387826457,r,3,3.29474198778189,5.04374293891889,,"",
17,131,r,3,1.87834750834643,3.67856579063611,r,3,1.87834750834643,3.67856579063611,,"",
,,,,,,,,,,,,
18,108,I,4,3.36484656823541,5.11013700006336,I,4,3.36484656823541,5.11013700006336,,"",
18,109,V,5,3.75678986829994,4.80925381847433,V,5,3.75678986829994,4.80925381847433,,"",
18,110,I,6,1.58560657248397,3.9263696483689,I,6,1.58560657248397,3.9263696483689,,"",
18,111,I,7,1.65063713073316,4.17521061338424,I,7,1.65063713073316,4.17521061338424,,"",
18,112,I,8,2.69463147857506,4.56936597099033,I,8,2.69463147857506,4.56936597099033,,"",
18,113,V,9,1.94531424830115,3.86800731242267,I,9,1.96674281645955,3.86800731242267,0.0214285681583997,TheBeatles_ISawHerStandingThere_1964,3
18,114,IV,8,5.72477175165025,1.48704900678049,IV,10,2.96458583444562,4.28611971940331,,"",
18,115,I,6,2.01990826100803,4.21279845200102,I,10,3.891462391115,3.90831165121923,,"",
18,116,r,7,3.34449671010554,4.19287635460448,r,7,3.60408889106842,4.39011585217802,,"",
18,117,r,6,1.653070319527,3.44203792840468,r,5,0.891103485128877,2.76006304541088,,"",
,,,,,,,,,,,,
19,177,i,7,2.16955783946674,3.89072523296912,i,7,2.16955783946674,3.89072523296912,,"",
19,178,i,7,3.24547365111656,4.32142595801272,i,7,3.24547365111656,4.32142595801272,,"",
19,179,i,6,1.24630739999574,3.84830033321088,i,6,1.24630739999574,3.84830033321088,,"",
19,180,i,6,0.611264543573063,2.65868493669762,i,6,0.611264543573063,2.65868493669762,,"",
19,181,i,7,0.619297265190417,2.66547600500419,i,7,0.619297265190417,2.66547600500419,,"",
19,182,i,9,1.62301680248231,3.32678860076926,iv,9,1.6459533447338,3.32678860076926,0.0229365422514829,SimonAndGarfunkel_MrsRobinson_1968.varms,3
19,183,i,9,0.964938724883406,3.44113467685322,i,8,3.88143339653275,2.87222038752367,,"",
19,184,i,10,1.58000016879325,3.93893087289286,i,7,1.15549891459225,3.31741192308016,,"",
19,185,i,10,0.811201979359318,3.16353190039608,i,7,0.80577682699817,2.91714720175151,,"",
19,186,i,10,0.370118871306708,1.81481079552841,i,9,2.01455535889563,3.83748555825253,,"",
19,187,i,10,0.370118871306708,1.81481079552841,i,6,3.77532991887165,2.84861362292875,,"",
,,,,,,,,,,,,
20,115,V,7,0.638691647310297,2.73815080799084,V,7,0.638691647310297,2.73815080799084,,"",
20,116,V,10,2.4389659172848,4.23468996465883,V,10,2.4389659172848,4.23468996465883,,"",
20,117,V,10,1.40488889956108,3.97140116188352,V,10,1.40488889956108,3.97140116188352,,"",
20,118,I,10,2.8943831953388,4.43900883615708,I,10,2.8943831953388,4.43900883615708,,"",
20,119,-VII,10,6.01753717462768,3.53824606001101,-VII,10,6.01753717462768,3.53824606001101,,"",
20,120,IV,6,1.952342577304,3.85837789495154,I,6,1.92940109738143,3.85837789495154,0.0229414799225671,Foghat_DrivinWheel_1977,3
20,121,I,6,1.04803885895321,3.51305151103722,I,6,1.09365501792306,3.55871340853813,,"",
20,122,-VII,6,0.62316680553129,2.63314509431334,-VII,6,1.02061986946614,3.38784929664409,,"",
20,123,IV,8,2.11365608957418,2.78024744802195,IV,6,2.85105550413529,2.60626419530902,,"",
20,124,I,7,0.60542442358014,2.64491288543189,I,6,1.82253518314805,4.31259733187743,,"",
20,125,-VII,9,1.3724625072592,3.6815042097313,-VII,7,3.32691381022342,4.14776619140381,,"",
,,,,,,,,,,,,
21,37,V,9,2.83528015068027,3.78483510886826,V,9,2.83528015068027,3.78483510886826,,"",
21,38,I,9,2.16135805868091,4.14879667906585,I,9,2.16135805868091,4.14879667906585,,"",
21,39,I,10,0.66117825270999,2.80112977608552,I,10,0.66117825270999,2.80112977608552,,"",
21,40,I,10,1.37634362759241,3.70160644209066,I,10,1.37634362759241,3.70160644209066,,"",
21,41,I,10,1.71641959614442,3.85900485018641,I,10,1.71641959614442,3.85900485018641,,"",
21,42,I,10,1.92046753018192,3.83458317450422,IV,10,1.89691130590303,3.83458317450422,0.0235562242788891,TheEverlyBrothers_EbonyEyes_1961,3
21,43,I,10,1.73357236735084,4.32361937976141,I,8,3.94062188064114,3.05270467704197,,"",
21,44,V,10,3.65675146358257,3.72658127140249,V,8,3.90740880688203,3.94154938374833,,"",
21,45,V,10,2.31735999658406,4.34026371741172,V,7,2.74294727304724,4.28944955779125,,"",
21,46,V,10,3.59926129321141,3.7715655772057,V,7,1.10950951972794,3.59325767216088,,"",
21,47,V,7,0.154742408405976,0.941536545285162,V,8,2.80160365283999,3.6564908984142,,"",
,,,,,,,,,,,,
22,36,IV,6,3.17191663102567,4.75935316690519,IV,6,3.17191663102567,4.75935316690519,,"",
22,37,V,7,3.80311627220607,4.72385210715729,V,7,3.80311627220607,4.72385210715729,,"",
22,38,V,7,2.8481549951747,3.98827534106726,V,7,2.8481549951747,3.98827534106726,,"",
22,39,I,7,2.70299931914385,4.53355976721527,I,7,2.70299931914385,4.53355976721527,,"",
22,40,IV,8,2.53475083022115,4.18050170337303,IV,8,2.53475083022115,4.18050170337303,,"",
22,41,I,9,1.69263670578886,3.27623761466643,iii,9,1.71710170421407,3.27623761466643,0.0244649984252099,JohnnyTillotson_ItKeepsRightOnAHurtin_1962,3
22,42,V,9,3.75891887053607,4.90959660238383,V,5,4.72191745471816,4.31565581808827,,"",
22,43,I,8,2.73756922958833,4.27720045804361,I,4,4.14307301486432,4.53543643403933,,"",
22,44,I,8,4.13653394154148,4.10414048716538,I,4,3.78301047299727,4.8493861498084,,"",
22,45,IV,7,2.29845372461154,4.13282205254122,IV,4,4.69502151854934,5.03643990687403,,"",
22,46,IV,8,2.52564798375394,4.4164605767946,IV,4,3.65785406012989,5.18331483954859,,"",
,,,,,,,,,,,,
23,29,I,2,3.62733386156212,5.25812129869714,I,2,3.62733386156212,5.25812129869714,,"",
23,30,I,3,3.93484876671718,5.39285832169468,I,3,3.93484876671718,5.39285832169468,,"",
23,31,vi,4,3.74687732566516,5.24067778988391,vi,4,3.74687732566516,5.24067778988391,,"",
23,32,IV,5,3.96008186201186,4.36382256832123,IV,5,3.96008186201186,4.36382256832123,,"",
23,33,V,5,1.87804987833514,4.16990724615126,V,5,1.87804987833514,4.16990724615126,,"",
23,34,I,6,1.853442979483,3.67920182372236,V,6,1.82797266458702,3.67920182372236,0.0254703148959736,LesleyGore_YouDontOwnMe_1964,3
23,35,vi,7,2.52382977985061,4.56972355852057,vi,7,5.79293383110708,4.27528358735548,,"",
23,36,IV,8,2.3824688038596,3.88706853424905,IV,4,3.5635305118823,5.00004383282006,,"",
23,37,V,8,1.49949323476361,3.85377210896697,V,5,3.52928451518811,4.53493830623678,,"",
23,38,i,9,6.32667389756334,4.22379570079315,i,5,6.05954135542949,4.66362218791852,,"",
23,39,iv,3,4.62588134109957,5.10430355008822,iv,3,4.62588134109957,5.10430355008822,,"",
,,,,,,,,,,,,
24,48,I,2,3.62733386156212,5.25812129869714,I,2,3.62733386156212,5.25812129869714,,"",
24,49,I,3,3.93484876671718,5.39285832169468,I,3,3.93484876671718,5.39285832169468,,"",
24,50,vi,4,3.74687732566516,5.24067778988391,vi,4,3.74687732566516,5.24067778988391,,"",
24,51,IV,5,3.96008186201186,4.36382256832123,IV,5,3.96008186201186,4.36382256832123,,"",
24,52,V,5,1.87804987833514,4.16990724615126,V,5,1.87804987833514,4.16990724615126,,"",
24,53,I,6,1.853442979483,3.67920182372236,V,6,1.82797266458702,3.67920182372236,0.0254703148959736,LesleyGore_YouDontOwnMe_1964,3
24,54,vi,7,2.52382977985061,4.56972355852057,vi,7,5.79293383110708,4.27528358735548,,"",
24,55,IV,8,2.3824688038596,3.88706853424905,IV,4,3.5635305118823,5.00004383282006,,"",
24,56,V,8,1.49949323476361,3.85377210896697,V,5,3.52928451518811,4.53493830623678,,"",
24,57,I,9,1.9303936317525,4.22379570079315,I,5,2.58246810653627,4.66362218791852,,"",
24,58,vi,10,1.88080767581976,4.02313374446947,vi,6,2.56180647323338,4.85326759621812,,"",
,,,,,,,,,,,,
