Seq,Row,Orig_Symbol,Orig_Order,Orig_IC,Orig_Entropy,Swap_Symbol,Swap_Order,Swap_IC,Swap_Entropy,Distance,song,Label
9,28,iii,3,4.09351418826117,5.15326978366869,iii,1,4.70370675925928,5.43813566654174,,,
9,29,iii,4,1.77059349320955,4.46360410311188,iii,2,4.18412508505455,5.28132777383014,,,
9,30,V,5,4.24475161076389,4.19740133903351,V,3,4.20636648765709,4.96193013873044,,,
9,31,IV,4,5.86377745147755,4.19279222447669,IV,4,5.86377745147755,4.19279222447669,,,
,,"",,,,"",,,,,,
10,96,IV,6,3.52203720118313,4.76136286187578,IV,6,3.52203720118313,4.76136286187578,,,
10,97,I,6,1.71138917481328,3.8221275219672,I,6,1.71138917481328,3.8221275219672,,,
10,98,I,7,2.51546875387533,4.55192291776967,I,7,2.51546875387533,4.55192291776967,,,
10,99,IV,8,3.14741266822736,4.16138540721239,IV,8,3.14741266822736,4.16138540721239,,,
10,100,I,8,2.21902750562397,3.49422573873976,I,8,2.21902750562397,3.49422573873976,,,
10,101,iii,8,5.65261576385183,4.64142644468298,vi,8,5.71388009808356,4.64142644468298,0.0612643342317263,ABBA_Chiquitita_1979.varms,1
10,102,iii,5,5.69735370798976,3.31357546189546,iii,4,4.33531161146632,4.91907268588113,,,
10,103,iii,3,4.09351418826117,5.15326978366869,iii,4,5.45202858307613,2.45578850837616,,,
10,104,iii,4,1.77059349320955,4.46360410311188,iii,4,5.06777979001396,3.96371369317533,,,
10,105,V,5,4.24475161076389,4.19740133903351,V,3,4.20636648765709,4.96193013873044,,,
10,106,IV,4,5.86377745147755,4.19279222447669,IV,4,5.86377745147755,4.19279222447669,,,
,,"",,,,"",,,,,,
11,31,IV,4,5.86377745147755,4.19279222447669,IV,4,5.86377745147755,4.19279222447669,,,
11,32,V,3,4.45999792267993,4.88960417989364,V,3,4.45999792267993,4.88960417989364,,,
11,33,I,3,3.61762816356003,5.17614345397013,I,3,3.61762816356003,5.17614345397013,,,
11,34,IV,4,4.05365620554576,5.25693437638937,IV,4,4.05365620554576,5.25693437638937,,,
11,35,I,5,2.28824753120549,4.24260460632308,I,5,2.28824753120549,4.24260460632308,,,
11,36,I,6,2.89832201727771,4.76576276022602,IV,6,2.81491753770573,4.76576276022602,0.0834044795719748,ABBA_Chiquitita_1979.varms,1
11,37,IV,7,2.82501347156045,4.71459394348624,IV,7,3.83630997147346,4.46534146049145,,,
11,38,I,8,2.21902750562397,3.49422573873976,I,7,2.80211576885526,4.82618648224975,,,
11,39,I,8,2.75037417146228,4.64142644468298,I,8,1.57107921167829,3.93891348123355,,,
11,40,V,9,4.67907723611704,4.1338461150269,V,8,3.48943201098784,4.14204030342686,,,
11,41,V,6,2.7220612219079,4.46048446112153,V,7,2.15845887536952,4.58052205895451,,,
,,"",,,,"",,,,,,
12,55,IV,4,5.86377745147755,4.19279222447669,IV,4,5.86377745147755,4.19279222447669,,,
12,56,V,3,4.45999792267993,4.88960417989364,V,3,4.45999792267993,4.88960417989364,,,
12,57,I,3,3.61762816356003,5.17614345397013,I,3,3.61762816356003,5.17614345397013,,,
12,58,IV,4,4.05365620554576,5.25693437638937,IV,4,4.05365620554576,5.25693437638937,,,
12,59,I,5,2.28824753120549,4.24260460632308,I,5,2.28824753120549,4.24260460632308,,,
12,60,IV,6,2.81491753770573,4.76576276022602,I,6,2.89832201727771,4.76576276022602,0.0834044795719748,ABBA_Chiquitita_1979.varms,4
12,61,IV,7,3.83630997147346,4.46534146049145,IV,7,2.82501347156045,4.71459394348624,,,
12,62,I,7,2.80211576885526,4.82618648224975,I,8,2.21902750562397,3.49422573873976,,,
12,63,I,8,1.57107921167829,3.93891348123355,I,8,2.75037417146228,4.64142644468298,,,
12,64,V,8,3.48943201098784,4.14204030342686,V,9,4.67907723611704,4.1338461150269,,,
12,65,IV,7,3.76504813759309,4.58052205895451,IV,6,3.0952803040599,4.46048446112153,,,
,,"",,,,"",,,,,,
13,106,IV,4,5.86377745147755,4.19279222447669,IV,4,5.86377745147755,4.19279222447669,,,
13,107,V,3,4.45999792267993,4.88960417989364,V,3,4.45999792267993,4.88960417989364,,,
13,108,I,3,3.61762816356003,5.17614345397013,I,3,3.61762816356003,5.17614345397013,,,
13,109,IV,4,4.05365620554576,5.25693437638937,IV,4,4.05365620554576,5.25693437638937,,,
13,110,I,5,2.28824753120549,4.24260460632308,I,5,2.28824753120549,4.24260460632308,,,
13,111,IV,6,2.81491753770573,4.76576276022602,I,6,2.89832201727771,4.76576276022602,0.0834044795719748,ABBA_Chiquitita_1979.varms,4
13,112,IV,7,3.83630997147346,4.46534146049145,IV,7,2.82501347156045,4.71459394348624,,,
13,113,I,7,2.80211576885526,4.82618648224975,I,8,2.21902750562397,3.49422573873976,,,
13,114,I,8,1.57107921167829,3.93891348123355,I,8,2.75037417146228,4.64142644468298,,,
13,115,I,8,3.89532239391583,4.14204030342686,I,9,2.87846922515881,4.1338461150269,,,
13,116,I,7,3.0851716768156,4.91718538273675,I,9,2.91073070740307,4.00575992671746,,,
,,"",,,,"",,,,,,
14,80,V,8,1.1081216224031,3.48012285288671,V,8,1.1081216224031,3.48012285288671,,,
14,81,IV,6,1.44842467920736,4.04386328003398,IV,6,1.44842467920736,4.04386328003398,,,
14,82,V,6,1.1144789043294,3.49768199684448,V,6,1.1144789043294,3.49768199684448,,,
14,83,I,6,1.08412617964376,3.48293676165196,I,6,1.08412617964376,3.48293676165196,,,
14,84,IV,10,4.10807917051152,4.92034119531015,IV,10,4.10807917051152,4.92034119531015,,,
14,85,I,6,2.10127917820379,4.04067990001088,V,6,2.00839372510435,4.04067990001088,0.0928854530994414,ABBA_Chiquitita_1979.varms,4
14,86,I,7,3.14695131664133,4.36753975256745,I,7,1.55288107508402,4.13569621563081,,,
14,87,IV,7,2.82501347156045,4.71459394348624,IV,8,2.93571698048307,4.48167020810222,,,
14,88,I,8,2.21902750562397,3.49422573873976,I,8,2.88542638314245,3.44712988228158,,,
14,89,I,8,2.75037417146228,4.64142644468298,I,8,2.87663895352534,4.60089600774957,,,
14,90,V,9,4.67907723611704,4.1338461150269,V,9,4.72017897721099,4.52918940450361,,,
,,"",,,,"",,,,,,
15,133,V,8,1.1081216224031,3.48012285288671,V,8,1.1081216224031,3.48012285288671,,,
15,134,IV,6,1.44842467920736,4.04386328003398,IV,6,1.44842467920736,4.04386328003398,,,
15,135,V,6,1.1144789043294,3.49768199684448,V,6,1.1144789043294,3.49768199684448,,,
15,136,I,6,1.08412617964376,3.48293676165196,I,6,1.08412617964376,3.48293676165196,,,
15,137,IV,10,4.10807917051152,4.92034119531015,IV,10,4.10807917051152,4.92034119531015,,,
15,138,I,6,2.10127917820379,4.04067990001088,V,6,2.00839372510435,4.04067990001088,0.0928854530994414,ABBA_Chiquitita_1979.varms,4
15,139,V,7,3.62531994586575,4.36753975256745,V,7,3.77276457587574,4.13569621563081,,,
15,140,IV,7,3.015376086153,3.46122153575649,IV,7,3.33083787043334,4.2826985631204,,,
15,141,V,6,4.51719250304578,2.8644964567583,V,7,2.56653209611106,3.54718486342044,,,
15,142,I,6,1.34720883911304,3.71804633641657,I,7,1.4559323155197,3.8575863678519,,,
15,143,r,7,3.54152104921772,4.43528391520869,r,7,3.57797238596823,4.34575574255078,,,
,,"",,,,"",,,,,,
16,38,I,8,0.747850905166685,2.951074007046,I,8,0.747850905166685,2.951074007046,,,
16,39,V,9,1.61226538706524,4.1627444186787,V,9,1.61226538706524,4.1627444186787,,,
16,40,V,10,0.685399158383098,2.62445779366475,V,10,0.685399158383098,2.62445779366475,,,
16,41,I,10,1.97182863004917,4.18868045670938,I,10,1.97182863004917,4.18868045670938,,,
16,42,I,9,0.208710493205656,1.22862426830285,I,9,0.208710493205656,1.22862426830285,,,
16,43,VI,10,6.09150313402919,4.55290340712818,VII,10,6.11228829735378,4.55290340712818,0.0207851633245824,ABBA_Fernando_1976,1
16,44,II,5,3.20864782181611,3.86806726925363,II,6,8.21704689339804,3.09402750744931,,,
16,45,II,5,3.06891550407707,3.56164193169922,II,1,4.88667936333483,5.43654277183264,,,
16,46,V,4,4.79660868125955,2.62343912133975,V,2,4.0212539932801,5.35390921885786,,,
16,47,V,4,2.61400779426971,4.96781412895734,V,3,3.33571326996643,5.21636243911131,,,
16,48,I,5,1.80140233829703,4.11523989941437,I,4,2.52697870442188,4.60233188614791,,,
,,"",,,,"",,,,,,
17,50,V,7,3.22573995454039,4.75780947944123,V,7,3.22573995454039,4.75780947944123,,,
17,51,V,8,2.27773353047331,4.15172487381117,V,8,2.27773353047331,4.15172487381117,,,
17,52,IV,8,4.11576467043887,4.30704209486804,IV,8,4.11576467043887,4.30704209486804,,,
17,53,IV,7,1.11625513764549,3.4080901710223,IV,7,1.11625513764549,3.4080901710223,,,
17,54,I,7,1.06739072656569,3.52891611174908,I,7,1.06739072656569,3.52891611174908,,,
17,55,I,9,2.50505845172274,4.16677264235334,IV,9,2.56721282219439,4.16677264235334,0.0621543704716507,ABBA_Fernando_1976,4
17,56,V,8,3.83536498965597,4.4921933517821,V,8,4.54072721130925,2.86974344953795,,,
17,57,V,7,1.59510046836482,3.90521383107673,V,6,3.46787050858144,4.33428568570158,,,
17,58,I,8,2.03701964139502,4.26839023384706,I,6,1.53560642935018,3.93128507829477,,,
17,59,I,8,0.514821213246232,2.31218346576282,I,7,2.45968900828831,3.55705166012736,,,
17,60,I,10,4.0220424428248,3.27419396378174,I,7,3.18075280772216,4.70341981972954,,,
,,"",,,,"",,,,,,
18,7,I,6,3.95448882466117,4.74299369887033,I,6,3.95448882466117,4.74299369887033,,,
18,8,I,6,2.92806946856189,5.05929078456497,I,6,2.92806946856189,5.05929078456497,,,
18,9,I,7,2.94790312366528,4.89606776565992,I,7,2.94790312366528,4.89606776565992,,,
18,10,I,8,2.46024099243226,4.85914593816663,I,8,2.46024099243226,4.85914593816663,,,
18,11,I,9,2.62894426159099,4.8935058965101,I,9,2.62894426159099,4.8935058965101,,,
18,12,vi,10,5.33598652719861,4.20616203939983,ii,10,5.39900309561016,4.20616203939983,0.0630165684115562,ABBA_Fernando_1976,1
18,13,vi,8,2.77182072529243,4.70600496901276,vi,8,6.05548872325755,3.80740980286756,,,
18,14,ii,9,5.26274745641537,4.46331083058729,ii,4,3.98252314781955,3.8073693262922,,,
18,15,ii,5,2.0896151318894,3.95649082591557,ii,4,4.77493210260728,4.64086006361497,,,
18,16,ii,6,2.70954331822318,4.51994701913857,ii,3,3.85581274076975,5.06072702381818,,,
18,17,V,6,2.84690907060057,4.25962814163814,V,4,2.5300837195949,4.7583991534834,,,
,,"",,,,"",,,,,,
19,87,I,6,2.6203455279052,4.7167708038139,I,6,2.6203455279052,4.7167708038139,,,
19,88,V,7,3.22573995454039,4.75780947944123,V,7,3.22573995454039,4.75780947944123,,,
19,89,V,8,2.27773353047331,4.15172487381117,V,8,2.27773353047331,4.15172487381117,,,
19,90,I,8,3.36169986289875,4.30704209486804,I,8,3.36169986289875,4.30704209486804,,,
19,91,I,7,1.11916933417677,3.6336290223263,I,7,1.11916933417677,3.6336290223263,,,
19,92,V,8,2.94779243640067,4.76118963502756,I,8,3.01586409119573,4.76118963502756,0.0680716547950642,ABBA_Fernando_1976,1
19,93,V,9,1.34616492965973,3.64231889518095,V,8,4.53368943937314,3.41846582594749,,,
19,94,I,10,1.97182863004917,4.18868045670938,I,7,1.0664980751757,3.32657811490685,,,
19,95,I,9,0.208710493205656,1.22862426830285,I,7,0.899513829618478,3.13611424159735,,,
19,96,VI,10,6.09150313402919,4.55290340712818,VI,10,6.37967316064836,4.20740479686108,,,
19,97,II,5,3.20864782181611,3.86806726925363,II,4,3.00022939801562,4.2378523288902,,,
,,"",,,,"",,,,,,
20,9,I,7,2.94790312366528,4.89606776565992,I,7,2.94790312366528,4.89606776565992,,,
20,10,I,8,2.46024099243226,4.85914593816663,I,8,2.46024099243226,4.85914593816663,,,
20,11,I,9,2.62894426159099,4.8935058965101,I,9,2.62894426159099,4.8935058965101,,,
20,12,vi,10,5.33598652719861,4.20616203939983,vi,10,5.33598652719861,4.20616203939983,,,
20,13,vi,8,2.77182072529243,4.70600496901276,vi,8,2.77182072529243,4.70600496901276,,,
20,14,ii,9,5.26274745641537,4.46331083058729,-VII,9,5.1869859513282,4.46331083058729,0.0757615050871756,ABBA_Fernando_1976,1
20,15,ii,5,2.0896151318894,3.95649082591557,ii,4,6.75607290525986,2.98509112702808,,,
20,16,ii,6,2.70954331822318,4.51994701913857,ii,3,4.65508504560772,4.93004491311999,,,
20,17,V,6,2.84690907060057,4.25962814163814,V,3,4.3149401226073,4.86567322742391,,,
20,18,V,5,3.29748293565689,4.24504606988157,V,3,2.64936895824642,4.62401331682693,,,
20,19,V,5,1.58104244758387,3.89630399552746,V,4,2.82421855126682,4.61954212689985,,,
,,"",,,,"",,,,,,
21,19,V,5,1.58104244758387,3.89630399552746,V,5,1.58104244758387,3.89630399552746,,,
21,20,I,6,1.64981460258156,4.06648659209328,I,6,1.64981460258156,4.06648659209328,,,
21,21,I,7,2.41369879395824,4.63292695858243,I,7,2.41369879395824,4.63292695858243,,,
21,22,I,8,2.64562405672331,4.85687592857432,I,8,2.64562405672331,4.85687592857432,,,
21,23,I,7,1.11660369339622,3.65769170274864,I,7,1.11660369339622,3.65769170274864,,,
21,24,I,10,2.38962809156984,4.31202187774974,IV,10,2.30042993856789,4.31202187774974,0.0891981530019512,ABBA_Fernando_1976,4
21,25,vi,9,5.99230159995218,3.83450220447119,vi,8,7.27098910664008,2.2205300346365,,,
21,26,vi,6,2.80744025522675,4.66959292181078,vi,5,5.00463798939462,4.17872872668929,,,
21,27,ii,7,4.99186860657212,4.7938729610011,ii,3,4.56607206071716,5.26997984458914,,,
21,28,ii,5,2.0896151318894,3.95649082591557,ii,4,3.21643126659995,4.58111764748725,,,
21,29,ii,6,2.70954331822318,4.51994701913857,ii,4,3.35423642441313,4.80500588449033,,,
,,"",,,,"",,,,,,
22,38,I,8,0.747850905166685,2.951074007046,I,8,0.747850905166685,2.951074007046,,,
22,39,V,9,1.61226538706524,4.1627444186787,V,9,1.61226538706524,4.1627444186787,,,
22,40,V,10,0.685399158383098,2.62445779366475,V,10,0.685399158383098,2.62445779366475,,,
22,41,I,10,1.97182863004917,4.18868045670938,I,10,1.97182863004917,4.18868045670938,,,
22,42,I,9,0.208710493205656,1.22862426830285,I,9,0.208710493205656,1.22862426830285,,,
22,43,VI,10,6.09150313402919,4.55290340712818,-III,10,6.18573409368888,4.55290340712818,0.0942309596596864,ABBA_Fernando_1976,1
22,44,II,5,3.20864782181611,3.86806726925363,II,5,5.94624448440166,4.62186192220264,,,
22,45,II,5,3.06891550407707,3.56164193169922,II,3,5.84677488103595,4.08104181459288,,,
22,46,V,4,4.79660868125955,2.62343912133975,V,2,4.0212539932801,5.35390921885786,,,
22,47,V,4,2.61400779426971,4.96781412895734,V,3,3.33571326996643,5.21636243911131,,,
22,48,I,5,1.80140233829703,4.11523989941437,I,4,2.52697870442188,4.60233188614791,,,
,,"",,,,"",,,,,,
23,50,i,3,5.1670060554251,5.24007550435539,i,3,5.1670060554251,5.24007550435539,,,
23,51,IV,3,4.46664030635873,5.14455707817018,IV,3,4.46664030635873,5.14455707817018,,,
23,52,-VII,4,4.31399968420313,4.98757358028965,-VII,4,4.31399968420313,4.98757358028965,,,
23,53,IV,4,4.0301724368593,4.86330833341297,IV,4,4.0301724368593,4.86330833341297,,,
23,54,-III,4,6.19856775611373,4.08617949967034,-III,4,6.19856775611373,4.08617949967034,,,
23,55,-III,3,4.69931848708912,4.99289425961072,I,3,4.70273383655908,4.99289425961072,0.0034153494699618,ABBA_HoneyHoney_1974,1
23,56,-VI,3,4.01399597448355,5.15117913269803,-VI,3,6.39077815429416,4.76592828940479,,,
23,57,ii,4,6.90000666015623,4.56050014906852,ii,2,5.84049945852463,5.30743018160592,,,
23,58,V,2,4.76131366909274,5.0000638739087,V,2,4.76131366909274,5.0000638739087,,,
23,59,I,2,3.83638533309484,5.32167652083152,I,2,3.83638533309484,5.32167652083152,,,
23,60,I,3,4.10795749379891,5.40012758903425,I,3,4.10795749379891,5.40012758903425,,,
,,"",,,,"",,,,,,
24,3,I,2,2.20046829427291,4.79859356102467,I,2,2.20046829427291,4.79859356102467,,,
24,4,IV,3,3.99727426306833,4.75856661576346,IV,3,3.99727426306833,4.75856661576346,,,
24,5,IV,4,2.53189698292688,4.6360655387474,IV,4,2.53189698292688,4.6360655387474,,,
24,6,V,5,2.95733379315534,4.43547569257126,V,5,2.95733379315534,4.43547569257126,,,
24,7,I,6,3.25541336081995,4.01982691737077,I,6,3.25541336081995,4.01982691737077,,,
24,8,I,6,3.34283176211158,5.00318452465055,V,6,3.33139865861225,5.00318452465055,0.0114331034993258,ABBA_HoneyHoney_1974,1
24,9,IV,7,3.50758858109471,4.60063019950384,IV,7,3.17542921004462,4.10479902249824,,,
24,10,IV,7,3.70865951461868,4.70645885266449,IV,7,1.41564557610801,3.67322145177433,,,
24,11,I,6,3.18755933689876,4.84681345013435,I,8,2.77053027096023,3.97906510340818,,,
24,12,I,7,1.66186069542702,4.0988796429445,I,8,3.09016287403591,4.29467278024203,,,
24,13,IV,8,2.87042812636754,4.76984426819786,IV,7,3.60990297166161,4.73728153756181,,,
,,"",,,,"",,,,,,
25,20,vi,7,2.34552693153973,4.3705437334408,vi,7,2.34552693153973,4.3705437334408,,,
25,21,IV,7,4.47827566083386,3.92239519232992,IV,7,4.47827566083386,3.92239519232992,,,
25,22,IV,7,2.80298148837946,4.45021511870225,IV,7,2.80298148837946,4.45021511870225,,,
25,23,V,7,4.74966904559238,3.44947113630831,V,7,4.74966904559238,3.44947113630831,,,
25,24,I,5,3.48026877613724,4.6821778120661,I,5,3.48026877613724,4.6821778120661,,,
