Seq,Row,Symbol,Order,IC,Entropy,Function
5Swap,17,I,2,3.66148744747348,5.25601692488894,diff
5Swap,18,iii,3,5.56558223148314,5.38045733451633,diff
6Orig,49,-VII,4,5.34595280507798,4.8201685165159,diff
6Orig,50,-III,3,2.97026253079493,4.81155780757432,diff
6Orig,51,I,4,6.0400452065937,4.76172662249451,diff
6Orig,52,-III,2,4.43956326861667,5.26655911279447,diff
6Orig,53,v,3,3.86677746649448,5.06129120290403,diff
6Orig,54,-VII,4,5.69614288105994,4.3021082636981,diff
6Orig,55,-VII,3,4.9119492659301,5.09006041364546,diff
6Orig,56,iv,3,5.34109411589249,5.05207281029127,diff
6Orig,57,V,3,5.6909177935458,4.80059979983293,diff
6Orig,58,I,2,3.66148744747348,5.25601692488894,diff
6Orig,59,I,3,3.85393456518347,5.38045733451633,diff
6Swap,49,-VII,4,5.34595280507798,4.8201685165159,diff
6Swap,50,-III,3,2.97026253079493,4.81155780757432,diff
6Swap,51,I,4,6.0400452065937,4.76172662249451,diff
6Swap,52,-III,2,4.43956326861667,5.26655911279447,diff
6Swap,53,v,3,3.86677746649448,5.06129120290403,diff
6Swap,54,-III,4,5.69614288105994,4.3021082636981,diff
6Swap,55,-VII,3,5.7115262890817,4.69145310789329,diff
6Swap,56,iv,2,4.93309661043681,5.17015177161293,diff
6Swap,57,V,3,5.63862499904588,4.81160023837673,diff
6Swap,58,I,2,3.66148744747348,5.25601692488894,diff
6Swap,59,I,3,3.85393456518347,5.38045733451633,diff
7Orig,95,iv,3,4.08845098729053,4.9828993528444,diff
7Orig,96,-VII,4,5.34595280507798,4.8201685165159,diff
7Orig,97,I,3,2.96945701913281,4.81155780757432,diff
7Orig,98,-III,4,5.84222884198861,4.04317775354189,diff
7Orig,99,v,3,5.22833563455319,4.76608906973639,diff
7Orig,100,-VII,3,5.3107376714422,4.86265722555053,diff
7Orig,101,-VII,3,4.9119492659301,5.09006041364546,diff
7Orig,102,iv,3,5.34109411589249,5.05207281029127,diff
7Orig,103,V,3,5.6909177935458,4.80059979983293,diff
7Orig,104,I,2,3.66148744747348,5.25601692488894,diff
7Orig,105,I,3,3.85393456518347,5.38045733451633,diff
7Swap,95,iv,3,4.08845098729053,4.9828993528444,diff
7Swap,96,-VII,4,5.34595280507798,4.8201685165159,diff
7Swap,97,I,3,2.96945701913281,4.81155780757432,diff
7Swap,98,-III,4,5.84222884198861,4.04317775354189,diff
7Swap,99,v,3,5.22833563455319,4.76608906973639,diff
7Swap,100,-III,3,5.3107376714422,4.86265722555053,diff
7Swap,101,-VII,3,5.7115262890817,4.69145310789329,diff
7Swap,102,iv,2,4.93309661043681,5.17015177161293,diff
7Swap,103,V,3,5.63862499904588,4.81160023837673,diff
7Swap,104,I,2,3.66148744747348,5.25601692488894,diff
7Swap,105,I,3,3.85393456518347,5.38045733451633,diff
8Orig,103,V,3,5.6909177935458,4.80059979983293,diff
8Orig,104,I,2,3.66148744747348,5.25601692488894,diff
8Orig,105,I,3,3.85393456518347,5.38045733451633,diff
8Orig,106,-III,4,5.74569020163332,5.08159277510463,diff
8Orig,107,v,4,4.85304510451873,5.00915058203921,diff
8Orig,108,-VII,4,5.65323357970415,4.3093779476211,diff
8Orig,109,-VII,3,4.9119492659301,5.09006041364546,diff
8Orig,110,iv,3,5.34109411589249,5.05207281029127,diff
8Orig,111,V,3,5.6909177935458,4.80059979983293,diff
8Orig,112,vii,2,6.47495706261577,5.25601692488894,diff
8Orig,113,III,2,3.25668309328771,5.03806366053076,diff
8Swap,103,V,3,5.6909177935458,4.80059979983293,diff
8Swap,104,I,2,3.66148744747348,5.25601692488894,diff
8Swap,105,I,3,3.85393456518347,5.38045733451633,diff
8Swap,106,-III,4,5.74569020163332,5.08159277510463,diff
8Swap,107,v,4,4.85304510451873,5.00915058203921,diff
8Swap,108,-III,4,5.65323357970415,4.3093779476211,diff
8Swap,109,-VII,3,5.7115262890817,4.69145310789329,diff
8Swap,110,iv,2,4.93309661043681,5.17015177161293,diff
8Swap,111,V,3,5.63862499904588,4.81160023837673,diff
8Swap,112,vii,2,6.47495706261577,5.25601692488894,diff
8Swap,113,III,2,3.25668309328771,5.03806366053076,diff
9Orig,4,-III,3,5.66201551348899,5.14887362247844,diff
9Orig,5,ii,3,4.18660874889456,4.83172388738842,diff
9Orig,6,i,3,6.21021358941724,3.40700319736267,diff
9Orig,7,-VII,3,4.1302926709949,4.76490792474564,diff
9Orig,8,vi,3,5.95539939179716,4.842257144755,diff
9Orig,9,-II,2,6.82316282085401,5.2522877572279,diff
9Orig,10,i,1,4.77526021103649,5.45025271933785,diff
9Orig,11,-vii,2,4.81674923250477,5.25180139562818,diff
9Orig,12,-VI,3,6.08820038291247,3.99970131444182,diff
9Orig,13,IV,2,5.46175792127661,5.17078347480964,diff
9Orig,14,IV,2,3.57712435289255,5.27984635962619,diff
9Swap,4,-III,3,5.66201551348899,5.14887362247844,diff
9Swap,5,ii,3,4.18660874889456,4.83172388738842,diff
9Swap,6,i,3,6.21021358941724,3.40700319736267,diff
9Swap,7,-VII,3,4.1302926709949,4.76490792474564,diff
9Swap,8,vi,3,5.95539939179716,4.842257144755,diff
9Swap,9,-vii,2,6.82316282085401,5.2522877572279,diff
9Swap,10,i,1,4.50140479451749,5.38224480901007,diff
9Swap,11,-vii,2,6.34069912382996,4.9613782247251,diff
9Swap,12,-VI,2,5.63869200458489,4.67631284563465,diff
9Swap,13,IV,2,5.46175792127661,5.17078347480964,diff
9Swap,14,IV,2,3.57712435289255,5.27984635962619,diff
10Orig,7,-VII,3,4.1302926709949,4.76490792474564,diff
10Orig,8,vi,3,5.95539939179716,4.842257144755,diff
10Orig,9,-II,2,6.82316282085401,5.2522877572279,diff
10Orig,10,i,1,4.77526021103649,5.45025271933785,diff
10Orig,11,-vii,2,4.81674923250477,5.25180139562818,diff
10Orig,12,-VI,3,6.08820038291247,3.99970131444182,diff
10Orig,13,IV,2,5.46175792127661,5.17078347480964,diff
10Orig,14,IV,2,3.57712435289255,5.27984635962619,diff
10Orig,15,V,3,4.85527500497612,5.09125774511722,diff
10Orig,16,I,3,3.64224247348456,5.16517695031014,diff
10Orig,17,V,4,3.92517575171312,5.27579344452196,diff
10Swap,7,-VII,3,4.1302926709949,4.76490792474564,diff
10Swap,8,vi,3,5.95539939179716,4.842257144755,diff
10Swap,9,-II,2,6.82316282085401,5.2522877572279,diff
10Swap,10,i,1,4.77526021103649,5.45025271933785,diff
10Swap,11,-vii,2,4.81674923250477,5.25180139562818,diff
10Swap,12,-VII,3,6.08820038291247,3.99970131444182,diff
10Swap,13,IV,2,5.17962205316532,5.12046968913261,diff
10Swap,14,IV,2,4.21824860478332,5.31702737525282,diff
10Swap,15,V,3,4.11884579235802,5.06866709879353,diff
10Swap,16,I,4,3.06995940042334,4.59885901311921,diff
10Swap,17,V,5,4.11256887690598,4.99154962083001,diff
11Orig,77,IV,3,5.82859542435875,3.40700319736267,diff
11Orig,78,IV,3,4.50111675936993,4.40671964402633,diff
11Orig,79,IV,3,3.46109141285743,4.99330933738139,diff
11Orig,80,IV,4,2.53714499727206,4.86898638481587,diff
11Orig,81,IV,5,3.67584556161933,4.93019411932145,diff
11Orig,82,-iiio,5,7.73402507817218,4.77751398087529,diff
11Orig,83,ii,1,2.85058683551585,4.95126592964336,diff
11Orig,84,iii,2,5.69576100191658,4.79724638999608,diff
11Orig,85,IV,2,3.083022290426,4.86145591162072,diff
11Orig,86,IV,3,4.17320334976317,4.77383930643072,diff
11Orig,87,V,4,4.4761941551726,4.83978342333273,diff
11Swap,77,IV,3,5.82859542435875,3.40700319736267,diff
11Swap,78,IV,3,4.50111675936993,4.40671964402633,diff
11Swap,79,IV,3,3.46109141285743,4.99330933738139,diff
11Swap,80,IV,4,2.53714499727206,4.86898638481587,diff
11Swap,81,IV,5,3.67584556161933,4.93019411932145,diff
11Swap,82,#V,5,7.73402507817218,4.77751398087529,diff
11Swap,83,ii,1,6.2791516441806,5.10806072526805,diff
11Swap,84,iii,1,5.19920084084495,5.44810181458468,diff
11Swap,85,IV,2,3.083022290426,4.86145591162072,diff
11Swap,86,IV,3,4.17320334976317,4.77383930643072,diff
11Swap,87,V,4,4.4761941551726,4.83978342333273,diff
12Orig,77,IV,3,5.82859542435875,3.40700319736267,diff
12Orig,78,IV,3,4.50111675936993,4.40671964402633,diff
12Orig,79,IV,3,3.46109141285743,4.99330933738139,diff
12Orig,80,IV,4,2.53714499727206,4.86898638481587,diff
12Orig,81,IV,5,3.67584556161933,4.93019411932145,diff
12Orig,82,-iiio,5,7.73402507817218,4.77751398087529,diff
12Orig,83,ii,1,2.85058683551585,4.95126592964336,diff
12Orig,84,iii,2,5.69576100191658,4.79724638999608,diff
12Orig,85,IV,2,3.083022290426,4.86145591162072,diff
12Orig,86,IV,3,4.17320334976317,4.77383930643072,diff
12Orig,87,V,4,4.4761941551726,4.83978342333273,diff
12Swap,77,IV,3,5.82859542435875,3.40700319736267,diff
12Swap,78,IV,3,4.50111675936993,4.40671964402633,diff
12Swap,79,IV,3,3.46109141285743,4.99330933738139,diff
12Swap,80,IV,4,2.53714499727206,4.86898638481587,diff
12Swap,81,IV,5,3.67584556161933,4.93019411932145,diff
12Swap,82,-ii,5,7.73402507817218,4.77751398087529,diff
12Swap,83,ii,1,6.28335759794218,5.10672442681221,diff
12Swap,84,iii,1,5.19920084084495,5.44810181458468,diff
12Swap,85,IV,2,3.083022290426,4.86145591162072,diff
12Swap,86,IV,3,4.17320334976317,4.77383930643072,diff
12Swap,87,V,4,4.4761941551726,4.83978342333273,diff
13Orig,77,IV,3,5.82859542435875,3.40700319736267,same
13Orig,78,IV,3,4.50111675936993,4.40671964402633,same
13Orig,79,IV,3,3.46109141285743,4.99330933738139,same
13Orig,80,IV,4,2.53714499727206,4.86898638481587,same
13Orig,81,IV,5,3.67584556161933,4.93019411932145,same
13Orig,82,-iiio,5,7.73402507817218,4.77751398087529,same
13Orig,83,ii,1,2.85058683551585,4.95126592964336,same
13Orig,84,iii,2,5.69576100191658,4.79724638999608,same
13Orig,85,IV,2,3.083022290426,4.86145591162072,same
13Orig,86,IV,3,4.17320334976317,4.77383930643072,same
13Orig,87,V,4,4.4761941551726,4.83978342333273,same
13Swap,77,IV,3,5.82859542435875,3.40700319736267,same
13Swap,78,IV,3,4.50111675936993,4.40671964402633,same
13Swap,79,IV,3,3.46109141285743,4.99330933738139,same
13Swap,80,IV,4,2.53714499727206,4.86898638481587,same
13Swap,81,IV,5,3.67584556161933,4.93019411932145,same
13Swap,82,-I,5,7.73402507817218,4.77751398087529,same
13Swap,83,ii,1,6.13669311463202,5.21938199821544,same
13Swap,84,iii,1,5.19920084084495,5.44810181458468,same
13Swap,85,IV,2,3.083022290426,4.86145591162072,same
13Swap,86,IV,3,4.17320334976317,4.77383930643072,same
13Swap,87,V,4,4.4761941551726,4.83978342333273,same
14Orig,28,I,5,0.376998776321551,1.79753449722317,same
14Orig,29,-VI,7,2.21970617142245,4.21966114823406,same
14Orig,30,-VII,7,0.50087037329136,2.35055008438933,same
14Orig,31,I,5,0.376998776321551,1.79753449722317,same
14Orig,32,I,10,2.41517847373618,4.08814571642537,same
14Orig,33,-VI,10,6.11706363002577,4.40472871846985,same
14Orig,34,IV,4,4.90034924097932,4.840556496992,same
14Orig,35,-III,4,6.80347040752619,3.78539907005807,same
14Orig,36,-VII,2,4.1210860806352,5.28844281292433,same
14Orig,37,IV,3,3.16609549647786,4.87097204623485,same
14Orig,38,IV,4,3.71435195595669,4.69490272941801,same
14Swap,28,I,5,0.376998776321551,1.79753449722317,same
14Swap,29,-VI,7,2.21970617142245,4.21966114823406,same
14Swap,30,-VII,7,0.50087037329136,2.35055008438933,same
14Swap,31,I,5,0.376998776321551,1.79753449722317,same
14Swap,32,I,10,2.41517847373618,4.08814571642537,same
14Swap,33,-III,10,6.11706363002577,4.40472871846985,same
14Swap,34,IV,4,4.32925086545136,4.85023133763214,same
14Swap,35,-III,4,3.80929163944939,4.48313239056069,same
14Swap,36,-VII,5,3.26824241831187,4.2470022651931,same
14Swap,37,IV,4,3.51975136908393,4.34105073037181,same
14Swap,38,IV,4,3.71435195595669,4.69490272941801,same
15Orig,36,-VII,2,4.1210860806352,5.28844281292433,same
15Orig,37,IV,3,3.16609549647786,4.87097204623485,same
15Orig,38,IV,4,3.71435195595669,4.69490272941801,same
15Orig,39,-VI,4,5.27976399570133,4.61249308781272,same
15Orig,40,IV,4,6.61006306322166,3.87037991241366,same
15Orig,41,-III,2,5.76844263864197,5.2156307292741,same
15Orig,42,-VII,2,4.1210860806352,5.28844281292433,same
15Orig,43,IV,3,3.16609549647786,4.87097204623485,same
15Orig,44,IV,4,3.71435195595669,4.69490272941801,same
15Orig,45,I,4,1.95186981760126,4.61249308781272,same
15Orig,46,I,5,3.49359751180899,4.6033135730344,same
15Swap,36,-VII,2,4.1210860806352,5.28844281292433,same
15Swap,37,IV,3,3.16609549647786,4.87097204623485,same
15Swap,38,IV,4,3.71435195595669,4.69490272941801,same
15Swap,39,-VI,4,5.27976399570133,4.61249308781272,same
15Swap,40,IV,4,6.61006306322166,3.87037991241366,same
15Swap,41,-VI,2,5.76844263864197,5.2156307292741,same
15Swap,42,-VII,2,3.55782267360558,5.08433863673819,same
15Swap,43,IV,3,6.31849270790469,4.19538024103264,same
15Swap,44,IV,2,4.23409697640767,5.32130108519813,same
15Swap,45,I,3,3.66639603336834,5.10394686932781,same
15Swap,46,I,4,3.17286705867055,5.03045817393152,same
16Orig,85,-VII,2,4.1210860806352,5.28844281292433,same
16Orig,86,IV,3,3.16609549647786,4.87097204623485,same
16Orig,87,IV,4,3.71435195595669,4.69490272941801,same
16Orig,88,-VI,4,5.27976399570133,4.61249308781272,same
16Orig,89,IV,4,6.61006306322166,3.87037991241366,same
16Orig,90,-III,2,5.76844263864197,5.2156307292741,same
16Orig,91,-VII,2,4.1210860806352,5.28844281292433,same
16Orig,92,IV,3,3.16609549647786,4.87097204623485,same
16Orig,93,IV,4,3.71435195595669,4.69490272941801,same
16Orig,94,-VI,4,5.27976399570133,4.61249308781272,same
16Orig,95,IV,4,6.61006306322166,3.87037991241366,same
16Swap,85,-VII,2,4.1210860806352,5.28844281292433,same
16Swap,86,IV,3,3.16609549647786,4.87097204623485,same
16Swap,87,IV,4,3.71435195595669,4.69490272941801,same
16Swap,88,-VI,4,5.27976399570133,4.61249308781272,same
16Swap,89,IV,4,6.61006306322166,3.87037991241366,same
16Swap,90,-VI,2,5.76844263864197,5.2156307292741,same
16Swap,91,-VII,2,3.55782267360558,5.08433863673819,same
16Swap,92,IV,3,6.31849270790469,4.19538024103264,same
16Swap,93,IV,2,4.23409697640767,5.32130108519813,same
16Swap,94,-VI,3,4.96667033460657,5.10394686932781,same
16Swap,95,IV,4,6.61006306322166,3.87037991241366,same
17Orig,97,-VII,2,4.1210860806352,5.28844281292433,same
17Orig,98,IV,3,3.16609549647786,4.87097204623485,same
17Orig,99,IV,4,3.71435195595669,4.69490272941801,same
17Orig,100,-VI,4,5.27976399570133,4.61249308781272,same
17Orig,101,IV,4,6.61006306322166,3.87037991241366,same
17Orig,102,-III,2,5.76844263864197,5.2156307292741,same
17Orig,103,-VII,2,4.1210860806352,5.28844281292433,same
17Orig,104,IV,3,3.16609549647786,4.87097204623485,same
17Orig,105,IV,4,3.71435195595669,4.69490272941801,same
17Orig,106,IV,4,3.67939560665782,4.61249308781272,same
17Orig,107,IV,4,3.0317193504795,5.00273638420673,same
17Swap,97,-VII,2,4.1210860806352,5.28844281292433,same
17Swap,98,IV,3,3.16609549647786,4.87097204623485,same
17Swap,99,IV,4,3.71435195595669,4.69490272941801,same
17Swap,100,-VI,4,5.27976399570133,4.61249308781272,same
17Swap,101,IV,4,6.61006306322166,3.87037991241366,same
17Swap,102,-VI,2,5.76844263864197,5.2156307292741,same
17Swap,103,-VII,2,3.55782267360558,5.08433863673819,same
17Swap,104,IV,3,6.31849270790469,4.19538024103264,same
17Swap,105,IV,2,4.23409697640767,5.32130108519813,same
17Swap,106,IV,3,3.36630194556305,5.10394686932781,same
17Swap,107,IV,4,3.0317193504795,5.00273638420673,same
18Orig,15,V,3,2.88284701669094,4.42264659104767,diff
18Orig,16,II,4,5.42888243414613,4.70166699301958,diff
18Orig,17,iii,3,6.31565857789803,4.58283496923049,diff
18Orig,18,#io,2,7.34919577251703,3.88315050393578,diff
18Orig,19,ii,2,1.13788391806308,3.50743180349399,diff
18Orig,20,#io,3,7.79056647764129,4.12006538967725,diff
18Orig,21,ii,1,2.74083721749579,4.52659173891651,diff
18Orig,22,ii,2,3.16503641719183,4.81668639909654,diff
18Orig,23,V,3,4.12080485758088,4.44593918428034,diff
18Orig,24,V,3,2.57406112337017,4.2530030811068,diff
18Orig,25,iii,4,4.81468902887761,4.10078922529269,diff
18Swap,15,V,3,2.88284701669094,4.42264659104767,diff
18Swap,16,II,4,5.42888243414613,4.70166699301958,diff
18Swap,17,iii,3,6.31565857789803,4.58283496923049,diff
18Swap,18,#io,2,7.34919577251703,3.88315050393578,diff
18Swap,19,ii,2,1.13788391806308,3.50743180349399,diff
18Swap,20,V+,3,7.79056647764129,4.12006538967725,diff
18Swap,21,ii,1,6.23604436762707,4.73296052807971,diff
18Swap,22,ii,1,4.3631227302403,5.12078705820746,diff
18Swap,23,V,2,3.77125815383917,4.97686211125318,diff
18Swap,24,V,3,2.57406112337017,4.2530030811068,diff
18Swap,25,iii,4,4.81468902887761,4.10078922529269,diff
19Orig,15,V,3,2.88284701669094,4.42264659104767,diff
19Orig,16,II,4,5.42888243414613,4.70166699301958,diff
19Orig,17,iii,3,6.31565857789803,4.58283496923049,diff
19Orig,18,#io,2,7.34919577251703,3.88315050393578,diff
19Orig,19,ii,2,1.13788391806308,3.50743180349399,diff
19Orig,20,#io,3,7.79056647764129,4.12006538967725,diff
19Orig,21,ii,1,2.74083721749579,4.52659173891651,diff
19Orig,22,ii,2,3.16503641719183,4.81668639909654,diff
19Orig,23,V,3,4.12080485758088,4.44593918428034,diff
19Orig,24,V,3,2.57406112337017,4.2530030811068,diff
19Orig,25,iii,4,4.81468902887761,4.10078922529269,diff
19Swap,15,V,3,2.88284701669094,4.42264659104767,diff
19Swap,16,II,4,5.42888243414613,4.70166699301958,diff
19Swap,17,iii,3,6.31565857789803,4.58283496923049,diff
19Swap,18,#io,2,7.34919577251703,3.88315050393578,diff
19Swap,19,ii,2,1.13788391806308,3.50743180349399,diff
19Swap,20,-V,3,7.79056647764129,4.12006538967725,diff
19Swap,21,ii,1,6.07644419917495,5.01848723569352,diff
19Swap,22,ii,1,4.3631227302403,5.12078705820746,diff
19Swap,23,V,2,3.77125815383917,4.97686211125318,diff
19Swap,24,V,3,2.57406112337017,4.2530030811068,diff
19Swap,25,iii,4,4.81468902887761,4.10078922529269,diff
20Orig,27,ii,0,5.75199632876925,5.09971750996705,diff
20Orig,28,ii,1,4.3631227302403,5.12078705820746,diff
20Orig,29,II,2,5.11265045109066,4.97686211125318,diff
20Orig,30,II,3,3.15767994147028,4.3967893185752,diff
20Orig,31,-VI,4,6.80002517862942,4.22561716751411,diff
20Orig,32,V+,2,7.33432050292752,4.71856994380361,diff
20Orig,33,I,1,3.41317644619814,4.73296052807971,diff
20Orig,34,I,2,3.2642042268551,4.95107473423563,diff
20Orig,35,IV,3,4.86380326887531,4.9021157244583,diff
20Orig,36,IV,3,3.84158003038172,4.99371780255822,diff
20Orig,37,#ivo,4,5.84196753419943,4.85273766357958,diff
20Swap,27,ii,0,5.75199632876925,5.09971750996705,diff
20Swap,28,ii,1,4.3631227302403,5.12078705820746,diff
20Swap,29,II,2,5.11265045109066,4.97686211125318,diff
20Swap,30,II,3,3.15767994147028,4.3967893185752,diff
20Swap,31,-VI,4,6.80002517862942,4.22561716751411,diff
20Swap,32,#io,2,7.33432050292752,4.71856994380361,diff
20Swap,33,I,1,6.37362243534482,4.52659173891651,diff
20Swap,34,I,1,4.55596508261351,5.17999492034871,diff
20Swap,35,IV,2,4.58227509148496,5.14959944380883,diff
20Swap,36,IV,3,3.84158003038172,4.99371780255822,diff
20Swap,37,#ivo,4,5.84196753419943,4.85273766357958,diff
21Orig,27,ii,0,5.75199632876925,5.09971750996705,same
21Orig,28,ii,1,4.3631227302403,5.12078705820746,same
21Orig,29,II,2,5.11265045109066,4.97686211125318,same
21Orig,30,II,3,3.15767994147028,4.3967893185752,same
21Orig,31,-VI,4,6.80002517862942,4.22561716751411,same
21Orig,32,V+,2,7.33432050292752,4.71856994380361,same
21Orig,33,I,1,3.41317644619814,4.73296052807971,same
21Orig,34,I,2,3.2642042268551,4.95107473423563,same
21Orig,35,IV,3,4.86380326887531,4.9021157244583,same
21Orig,36,IV,3,3.84158003038172,4.99371780255822,same
21Orig,37,#ivo,4,5.84196753419943,4.85273766357958,same
21Swap,27,ii,0,5.75199632876925,5.09971750996705,same
21Swap,28,ii,1,4.3631227302403,5.12078705820746,same
21Swap,29,II,2,5.11265045109066,4.97686211125318,same
21Swap,30,II,3,3.15767994147028,4.3967893185752,same
21Swap,31,-VI,4,6.80002517862942,4.22561716751411,same
