Seq,Row,Symbol,Order,IC,Entropy,Function
7Orig,58,-II,8,8.38611121350319,1.88118317077175,diff
7Orig,59,-III,3,2.98486083077209,5.01707004897566,diff
7Orig,60,-VII,3,5.0144343735999,4.4972801482278,diff
7Orig,61,i,3,1.831344448031,4.56498998297391,diff
7Orig,62,-II,4,2.5336006072205,4.79768711599694,diff
7Orig,63,-VII,3,6.00586827080896,4.57924342957605,diff
7Swap,53,-VII,8,1.51242580093068,3.61782065071603,diff
7Swap,54,i,9,2.06840904057021,4.5283058706373,diff
7Swap,55,-VII,10,1.02899861364143,3.12471899285132,diff
7Swap,56,-VI,10,3.66834630651584,3.60948009824837,diff
7Swap,57,-VII,10,2.22482205628485,4.2549811975507,diff
7Swap,58,VII,8,8.38611121350319,1.88118317077175,diff
7Swap,59,-III,3,7.66978623940397,3.52030919278669,diff
7Swap,60,-VII,1,4.99658706324435,5.45499849349864,diff
7Swap,61,i,2,3.90221525745327,5.16666540071698,diff
7Swap,62,-II,3,5.42618370740972,5.0399575163443,diff
7Swap,63,-VII,3,6.00586827080896,4.57924342957605,diff
8Orig,106,-VII,8,1.51242580093068,3.61782065071603,diff
8Orig,107,i,9,2.06840904057021,4.5283058706373,diff
8Orig,108,-VII,10,1.02899861364143,3.12471899285132,diff
8Orig,109,-VI,10,3.66834630651584,3.60948009824837,diff
8Orig,110,-VII,10,2.22482205628485,4.2549811975507,diff
8Orig,111,-II,8,8.38611121350319,1.88118317077175,diff
8Orig,112,-III,3,2.98486083077209,5.01707004897566,diff
8Orig,113,-VI,3,1.61458508128027,4.4972801482278,diff
8Orig,114,-VII,3,1.72544592386598,4.59983560227454,diff
8Orig,115,i,4,4.09677747316251,3.77357696879387,diff
8Orig,116,-VII,4,3.92369681776122,4.64629685436488,diff
8Swap,106,-VII,8,1.51242580093068,3.61782065071603,diff
8Swap,107,i,9,2.06840904057021,4.5283058706373,diff
8Swap,108,-VII,10,1.02899861364143,3.12471899285132,diff
8Swap,109,-VI,10,3.66834630651584,3.60948009824837,diff
8Swap,110,-VII,10,2.22482205628485,4.2549811975507,diff
8Swap,111,VII,8,8.38611121350319,1.88118317077175,diff
8Swap,112,-III,3,7.66978623940397,3.52030919278669,diff
8Swap,113,-VI,1,5.11753941073044,5.45499849349864,diff
8Swap,114,-VII,2,4.51156562316454,5.35245712802485,diff
8Swap,115,i,3,3.45056049015223,4.78832986367906,diff
8Swap,116,-VII,4,3.92369681776122,4.64629685436488,diff
9Orig,122,-VII,9,1.11573793990581,3.23987185796414,diff
9Orig,123,i,10,1.22827452549479,3.71267269069336,diff
9Orig,124,-VII,10,0.508472041529515,2.11539816670418,diff
9Orig,125,-VI,10,3.66834630651584,3.60948009824837,diff
9Orig,126,-VII,10,2.22482205628485,4.2549811975507,diff
9Orig,127,-II,8,8.38611121350319,1.88118317077175,diff
9Orig,128,-III,3,2.98486083077209,5.01707004897566,diff
9Orig,129,-VII,3,5.0144343735999,4.4972801482278,diff
9Orig,130,i,3,1.831344448031,4.56498998297391,diff
9Orig,131,-II,4,2.5336006072205,4.79768711599694,diff
9Orig,132,-III,3,4.27379654014519,4.57924342957605,diff
9Swap,122,-VII,9,1.11573793990581,3.23987185796414,diff
9Swap,123,i,10,1.22827452549479,3.71267269069336,diff
9Swap,124,-VII,10,0.508472041529515,2.11539816670418,diff
9Swap,125,-VI,10,3.66834630651584,3.60948009824837,diff
9Swap,126,-VII,10,2.22482205628485,4.2549811975507,diff
9Swap,127,VII,8,8.38611121350319,1.88118317077175,diff
9Swap,128,-III,3,7.66978623940397,3.52030919278669,diff
9Swap,129,-VII,1,4.99658706324435,5.45499849349864,diff
9Swap,130,i,2,3.90221525745327,5.16666540071698,diff
9Swap,131,-II,3,5.42618370740972,5.0399575163443,diff
9Swap,132,-III,3,4.27379654014519,4.57924342957605,diff
10Orig,94,V,6,4.29938669587235,5.0594820763723,diff
10Orig,95,V,5,2.67739601890762,4.72381546321395,diff
10Orig,96,IV,6,3.47411578716776,4.84630219357225,diff
10Orig,97,IV,7,1.587582364716,3.61713667845031,diff
10Orig,98,vio,8,8.49309420997538,3.0547343408028,diff
10Orig,99,vio,3,7.49677511304137,3.95336642363795,diff
10Orig,100,ii,1,4.93073733756289,5.38005949656518,diff
10Orig,101,V,2,2.17001818224297,4.98730816623617,diff
10Orig,102,I,3,2.09811827936116,4.86825837217494,diff
10Orig,103,V,4,4.73384775045192,5.16886641745679,diff
10Orig,104,vi,4,3.5423975109525,4.95410927761081,diff
10Swap,94,V,6,4.29938669587235,5.0594820763723,diff
10Swap,95,V,5,2.67739601890762,4.72381546321395,diff
10Swap,96,IV,6,3.47411578716776,4.84630219357225,diff
10Swap,97,IV,7,1.587582364716,3.61713667845031,diff
10Swap,98,vio,8,8.49309420997538,3.0547343408028,diff
10Swap,99,V+,3,7.49677511304137,3.95336642363795,diff
10Swap,100,ii,1,6.13086384277509,5.17864112361203,diff
10Swap,101,V,1,4.40716669608686,5.44781545084432,diff
10Swap,102,I,2,3.79310019011585,5.3181185186345,diff
10Swap,103,V,3,4.5720215302861,5.39950490908621,diff
10Swap,104,vi,4,3.5423975109525,4.95410927761081,diff
11Orig,94,V,6,4.29938669587235,5.0594820763723,same
11Orig,95,V,5,2.67739601890762,4.72381546321395,same
11Orig,96,IV,6,3.47411578716776,4.84630219357225,same
11Orig,97,IV,7,1.587582364716,3.61713667845031,same
11Orig,98,vio,8,8.49309420997538,3.0547343408028,same
11Orig,99,vio,3,7.49677511304137,3.95336642363795,same
11Orig,100,ii,1,4.93073733756289,5.38005949656518,same
11Orig,101,V,2,2.17001818224297,4.98730816623617,same
11Orig,102,I,3,2.09811827936116,4.86825837217494,same
11Orig,103,V,4,4.73384775045192,5.16886641745679,same
11Orig,104,vi,4,3.5423975109525,4.95410927761081,same
11Swap,94,V,6,4.29938669587235,5.0594820763723,same
11Swap,95,V,5,2.67739601890762,4.72381546321395,same
11Swap,96,IV,6,3.47411578716776,4.84630219357225,same
11Swap,97,IV,7,1.587582364716,3.61713667845031,same
11Swap,98,vio,8,8.49309420997538,3.0547343408028,same
11Swap,99,#io,3,7.49677511304137,3.95336642363795,same
11Swap,100,ii,1,2.74346926670143,4.94106151654308,same
11Swap,101,V,2,3.84955655574817,5.28217124971234,same
11Swap,102,I,3,4.09004741295651,4.85882006770952,same
11Swap,103,V,3,4.5720215302861,5.39950490908621,same
11Swap,104,vi,4,3.5423975109525,4.95410927761081,same
12Orig,94,V,6,4.29938669587235,5.0594820763723,diff
12Orig,95,V,5,2.67739601890762,4.72381546321395,diff
12Orig,96,IV,6,3.47411578716776,4.84630219357225,diff
12Orig,97,IV,7,1.587582364716,3.61713667845031,diff
12Orig,98,vio,8,8.49309420997538,3.0547343408028,diff
12Orig,99,vio,3,7.49677511304137,3.95336642363795,diff
12Orig,100,ii,1,4.93073733756289,5.38005949656518,diff
12Orig,101,V,2,2.17001818224297,4.98730816623617,diff
12Orig,102,I,3,2.09811827936116,4.86825837217494,diff
12Orig,103,V,4,4.73384775045192,5.16886641745679,diff
12Orig,104,vi,4,3.5423975109525,4.95410927761081,diff
12Swap,94,V,6,4.29938669587235,5.0594820763723,diff
12Swap,95,V,5,2.67739601890762,4.72381546321395,diff
12Swap,96,IV,6,3.47411578716776,4.84630219357225,diff
12Swap,97,IV,7,1.587582364716,3.61713667845031,diff
12Swap,98,vio,8,8.49309420997538,3.0547343408028,diff
12Swap,99,#ivo,3,7.49677511304137,3.95336642363795,diff
12Swap,100,ii,1,3.05220351318961,4.95286595633582,diff
12Swap,101,V,2,2.84313413563054,5.12228199380172,diff
12Swap,102,I,3,4.06617029768427,5.02643520317603,diff
12Swap,103,V,3,4.5720215302861,5.39950490908621,diff
12Swap,104,vi,4,3.5423975109525,4.95410927761081,diff
13Orig,108,r,2,1.85028481330477,3.69308467287479,same
13Orig,109,r,3,1.60110742110459,3.49792715562839,same
13Orig,110,r,4,1.61813113419093,3.5289922390651,same
13Orig,111,i,5,3.45616234234352,3.45161245655864,same
13Orig,112,i,6,1.67128733118762,4.15603880503336,same
13Orig,113,V+,7,8.36979913342916,3.69567867715123,same
13Orig,114,V+,1,5.02528196550926,5.25294449625845,same
13Orig,115,i,2,5.18477416150481,4.80385890863579,same
13Orig,116,i,2,2.16870490897528,4.98100220693577,same
13Orig,117,i,3,4.21427584109336,4.83844561646591,same
13Orig,118,V+,3,7.15843211888197,5.15300221622835,same
13Swap,108,r,2,1.85028481330477,3.69308467287479,same
13Swap,109,r,3,1.60110742110459,3.49792715562839,same
13Swap,110,r,4,1.61813113419093,3.5289922390651,same
13Swap,111,i,5,3.45616234234352,3.45161245655864,same
13Swap,112,i,6,1.67128733118762,4.15603880503336,same
13Swap,113,-V,7,8.36979913342916,3.69567867715123,same
13Swap,114,V+,1,6.39650128090659,5.40244108580903,same
13Swap,115,i,1,4.86178323322638,5.25294449625845,same
13Swap,116,i,2,2.16870490897528,4.98100220693577,same
13Swap,117,i,3,4.21427584109336,4.83844561646591,same
13Swap,118,V+,3,7.15843211888197,5.15300221622835,same
14Orig,31,II,7,4.97674157211992,4.68197786159372,same
14Orig,32,V,4,0.534098791770468,2.46568257361088,same
14Orig,33,I,8,1.89126287250128,4.30037048780433,same
14Orig,34,IV,9,2.54159134445096,4.80822576517394,same
14Orig,35,I,7,0.863815172943507,3.18649574539556,same
14Orig,36,V+,6,8.0491213771099,3.63955555282631,same
14Orig,37,I,1,3.79304548182423,5.20706019170726,same
14Orig,38,IV,2,4.30133715157671,5.27241255895021,same
14Orig,39,I,3,4.59205506899974,5.0610067113568,same
14Orig,40,I,3,3.96254146179788,5.30689658690949,same
14Orig,41,IV,4,4.05497117142524,5.23698638071595,same
14Swap,31,II,7,4.97674157211992,4.68197786159372,same
14Swap,32,V,4,0.534098791770468,2.46568257361088,same
14Swap,33,I,8,1.89126287250128,4.30037048780433,same
14Swap,34,IV,9,2.54159134445096,4.80822576517394,same
14Swap,35,I,7,0.863815172943507,3.18649574539556,same
14Swap,36,-V,6,8.0491213771099,3.63955555282631,same
14Swap,37,I,1,5.0376351702853,5.40244108580903,same
14Swap,38,IV,2,5.42822412416691,5.17270743896039,same
14Swap,39,I,2,4.33275126684974,5.37999177937682,same
14Swap,40,I,3,3.96254146179788,5.30689658690949,same
14Swap,41,IV,4,4.05497117142524,5.23698638071595,same
15Orig,91,v,4,5.27634528647083,4.66761513871573,diff
15Orig,92,vi,3,6.9794623453718,4.54426495273966,diff
15Orig,93,v,2,5.67302285493961,5.03927170022148,diff
15Orig,94,vi,2,6.34675454294624,5.17089355587381,diff
15Orig,95,vii,2,6.27780554165505,5.03927170022148,diff
15Orig,96,i,2,6.56823722908009,3.25503812877841,diff
15Orig,97,i,2,4.94842239090323,5.17540553628318,diff
15Orig,98,I,2,5.13375668125351,5.32089317578634,diff
15Orig,99,I,3,3.13085104751955,5.14639604793039,diff
15Orig,100,iv,4,5.42642657879318,5.30609017914614,diff
15Orig,101,v,3,4.21134908327174,4.98607515881798,diff
15Swap,91,v,4,5.27634528647083,4.66761513871573,diff
15Swap,92,vi,3,6.9794623453718,4.54426495273966,diff
15Swap,93,v,2,5.67302285493961,5.03927170022148,diff
15Swap,94,vi,2,6.34675454294624,5.17089355587381,diff
15Swap,95,vii,2,6.27780554165505,5.03927170022148,diff
15Swap,96,ii,2,6.56823722908009,3.25503812877841,diff
15Swap,97,i,2,5.90160852950134,4.99043311711294,diff
15Swap,98,I,2,5.60556226995269,5.15071946849045,diff
15Swap,99,I,2,4.24962901807033,5.40280671347294,diff
15Swap,100,iv,3,5.4609175883863,5.25857954959031,diff
15Swap,101,v,3,4.21134908327174,4.98607515881798,diff
16Orig,8,iv,5,4.75170360989018,4.95967353068687,diff
16Orig,9,iv,5,1.78916782893145,4.33389748578673,diff
16Orig,10,vi,5,6.53980111880006,4.80279534852016,diff
16Orig,11,vi,3,5.41316107760318,4.59114395300844,diff
16Orig,12,#ivo,2,6.56819036005756,5.37515105799353,diff
16Orig,13,#ivo,2,7.40271693021439,3.9556645591165,diff
16Orig,14,I,1,4.4704879559425,4.83850401076425,diff
16Orig,15,I,2,3.81521385988642,5.35890900516387,diff
16Orig,16,VI,3,5.65181906484312,5.27189385356231,diff
16Orig,17,VI,3,3.14574767089449,4.95943686912919,diff
16Orig,18,ii,4,3.42792269244829,4.72370730046694,diff
16Swap,8,iv,5,4.75170360989018,4.95967353068687,diff
16Swap,9,iv,5,1.78916782893145,4.33389748578673,diff
16Swap,10,vi,5,6.53980111880006,4.80279534852016,diff
16Swap,11,vi,3,5.41316107760318,4.59114395300844,diff
16Swap,12,#ivo,2,6.56819036005756,5.37515105799353,diff
16Swap,13,-V,2,7.40271693021439,3.9556645591165,diff
16Swap,14,I,1,5.0376351702853,5.40244108580903,diff
16Swap,15,I,2,2.59415099334962,5.20159604801623,diff
16Swap,16,VI,3,5.66877750756444,5.18003758711553,diff
16Swap,17,VI,3,3.14574767089449,4.95943686912919,diff
16Swap,18,ii,4,3.42792269244829,4.72370730046694,diff
17Orig,66,iv,5,4.75170360989018,4.95967353068687,diff
17Orig,67,iv,5,1.78916782893145,4.33389748578673,diff
17Orig,68,vi,5,6.53980111880006,4.80279534852016,diff
17Orig,69,vi,3,5.41316107760318,4.59114395300844,diff
17Orig,70,#ivo,2,6.56819036005756,5.37515105799353,diff
17Orig,71,#ivo,2,7.40271693021439,3.9556645591165,diff
17Orig,72,I,1,4.4704879559425,4.83850401076425,diff
17Orig,73,I,2,3.81521385988642,5.35890900516387,diff
17Orig,74,vi,3,5.30306844959995,5.27189385356231,diff
17Orig,75,VI,3,5.39951546412227,5.20019815608388,diff
17Orig,76,ii,4,1.67959706023311,4.20079898725416,diff
17Swap,66,iv,5,4.75170360989018,4.95967353068687,diff
17Swap,67,iv,5,1.78916782893145,4.33389748578673,diff
17Swap,68,vi,5,6.53980111880006,4.80279534852016,diff
17Swap,69,vi,3,5.41316107760318,4.59114395300844,diff
17Swap,70,#ivo,2,6.56819036005756,5.37515105799353,diff
17Swap,71,-V,2,7.40271693021439,3.9556645591165,diff
17Swap,72,I,1,5.0376351702853,5.40244108580903,diff
17Swap,73,I,2,2.59415099334962,5.20159604801623,diff
17Swap,74,vi,3,5.32002689232127,5.18003758711553,diff
17Swap,75,VI,3,5.39951546412227,5.20019815608388,diff
17Swap,76,ii,4,1.67959706023311,4.20079898725416,diff
18Orig,14,IV,10,7.58118804694553,2.61155186485956,same
18Orig,15,-III,3,6.09417067025422,4.93894755987044,same
18Orig,16,-VII,2,4.23543903602913,5.29360497525627,same
18Orig,17,i,3,4.46555995557967,4.71585006157784,same
18Orig,18,IV,3,4.25174668777685,5.03623296765374,same
18Orig,19,-III,4,6.10015035447252,3.49028172554393,same
18Orig,20,-VII,3,4.4585738805245,5.11125850654147,same
18Orig,21,i,3,4.46555995557967,4.71585006157784,same
18Orig,22,i,3,3.57471748176868,5.03623296765374,same
18Orig,23,IV,4,4.67592303564365,4.94639384895646,same
18Orig,24,V,4,4.29369126373357,4.86117652659134,same
18Swap,14,IV,10,7.58118804694553,2.61155186485956,same
18Swap,15,-III,3,6.09417067025422,4.93894755987044,same
18Swap,16,-VII,2,4.23543903602913,5.29360497525627,same
18Swap,17,i,3,4.46555995557967,4.71585006157784,same
18Swap,18,IV,3,4.25174668777685,5.03623296765374,same
18Swap,19,-VI,4,6.10015035447252,3.49028172554393,same
18Swap,20,-VII,3,4.11071337877525,4.81332307963949,same
18Swap,21,i,3,2.57280327775807,4.19538024103264,same
18Swap,22,i,4,2.53684382707717,4.52915213249157,same
18Swap,23,IV,5,4.71911052495702,4.64448206676626,same
18Swap,24,V,5,4.62911087119883,4.37782314225958,same
19Orig,146,IV,8,6.60569634250821,3.71741811416625,same
19Orig,147,-III,3,6.09417067025422,4.93894755987044,same
19Orig,148,-VII,2,4.23543903602913,5.29360497525627,same
19Orig,149,i,3,4.46555995557967,4.71585006157784,same
19Orig,150,IV,3,4.25174668777685,5.03623296765374,same
19Orig,151,-III,4,6.10015035447252,3.49028172554393,same
19Orig,152,-VII,3,4.4585738805245,5.11125850654147,same
19Orig,153,i,3,4.46555995557967,4.71585006157784,same
19Orig,154,i,3,3.57471748176868,5.03623296765374,same
19Orig,155,I,4,5.22136208342329,4.94639384895646,same
19Orig,156,-VII,4,4.52468879027757,4.5174748164749,same
19Swap,146,IV,8,6.60569634250821,3.71741811416625,same
19Swap,147,-III,3,6.09417067025422,4.93894755987044,same
19Swap,148,-VII,2,4.23543903602913,5.29360497525627,same
19Swap,149,i,3,4.46555995557967,4.71585006157784,same
19Swap,150,IV,3,4.25174668777685,5.03623296765374,same
19Swap,151,-VI,4,6.10015035447252,3.49028172554393,same
19Swap,152,-VII,3,4.11071337877525,4.81332307963949,same
19Swap,153,i,3,2.57280327775807,4.19538024103264,same
19Swap,154,i,4,2.53684382707717,4.52915213249157,same
19Swap,155,I,5,5.19161288561928,4.64448206676626,same
19Swap,156,-VII,4,4.52468879027757,4.5174748164749,same
20Orig,44,I,5,2.41041298855475,4.88534601224985,diff
20Orig,45,I,6,1.84903677475471,4.39026431619924,diff
20Orig,46,IV,7,3.29295028329285,4.67600640192829,diff
20Orig,47,IV,7,2.11224092942205,4.48637052133044,diff
20Orig,48,V,8,3.35739564326382,4.7644088626482,diff
20Orig,49,#IV,9,8.62740951561568,3.17874493018186,diff
20Orig,50,V,2,2.8580961419835,4.86065685190312,diff
20Orig,51,I,3,5.47377900180646,4.60633816879294,diff
20Orig,52,I,2,4.5096436775483,5.45601977808315,diff
20Orig,53,I,3,4.02649937004188,5.35803491370979,diff
20Orig,54,I,4,3.26505019551244,5.19243685632303,diff
20Swap,44,I,5,2.41041298855475,4.88534601224985,diff
20Swap,45,I,6,1.84903677475471,4.39026431619924,diff
20Swap,46,IV,7,3.29295028329285,4.67600640192829,diff
20Swap,47,IV,7,2.11224092942205,4.48637052133044,diff
20Swap,48,V,8,3.35739564326382,4.7644088626482,diff
20Swap,49,vio,9,8.62740951561568,3.17874493018186,diff
20Swap,50,V,2,4.85748048359341,4.54037707686701,diff
20Swap,51,I,2,5.10275069955144,5.15324051723051,diff
20Swap,52,I,2,4.5096436775483,5.45601977808315,diff
20Swap,53,I,3,4.02649937004188,5.35803491370979,diff
20Swap,54,I,4,3.26505019551244,5.19243685632303,diff
21Orig,51,ii,4,4.95316286117299,3.88512590342859,diff
21Orig,52,ii,3,3.4145988319353,4.93429568582484,diff
21Orig,53,iv,4,5.03550034249799,4.45666491132189,diff
21Orig,54,iv,3,5.22195527872971,4.24478858687723,diff
21Orig,55,r,3,3.10988469008671,5.03353480566252,diff
21Orig,56,iio,3,8.81055533616729,2.65120998784587,diff
21Orig,57,r,1,3.12207434943258,5.13656897284064,diff
21Orig,58,r,1,2.30762052133861,3.97526569652595,diff
21Orig,59,r,2,1.86106956925883,3.64601662669941,diff
21Orig,60,r,3,1.60950150739252,3.46316021898319,diff
21Orig,61,I,4,1.95781871134021,3.48974951660457,diff
21Swap,51,ii,4,4.95316286117299,3.88512590342859,diff
21Swap,52,ii,3,3.4145988319353,4.93429568582484,diff
21Swap,53,iv,4,5.03550034249799,4.45666491132189,diff
21Swap,54,iv,3,5.22195527872971,4.24478858687723,diff
21Swap,55,r,3,3.10988469008671,5.03353480566252,diff
21Swap,56,vii,3,8.81055533616729,2.65120998784587,diff
21Swap,57,r,1,3.02730014579521,5.39598526308916,diff
21Swap,58,r,1,2.30762052133861,3.97526569652595,diff
21Swap,59,r,2,1.86106956925883,3.64601662669941,diff
