trial_id,chord_index,Symbol,Order,IC,Entropy,Function,SensoryDissonance,SpectralComplexity,SpectralCentroid
1_18_O,3,#io,2,7.349195773,3.883150504,diff,0.36452156975865363,1.38,1902.894599609375
1_18_O,4,ii,2,1.137883918,3.507431803,diff,0.38073679119348525,1.63,1889.3665502929687
1_18_O,5,#io,3,7.790566478,4.12006539,diff,0.36648867785930633,1.35,1922.440411376953
1_18_O,6,ii,1,2.740837217,4.526591739,diff,0.3864492177963257,1.52,1893.2779040527344
1_18_O,7,ii,2,3.165036417,4.816686399,diff,0.37865573436021804,1.62,1890.6687109375
1_18_O,8,V,3,4.120804858,4.445939184,diff,0.38918440192937853,1.44,1937.140382080078
1_18_O,9,V,3,2.574061123,4.253003081,diff,0.3855892336368561,1.3,1931.7840051269532
1_18_O,10,iii,4,4.814689029,4.100789225,diff,0.3652399754524231,1.1,1950.8722937011719
1_18_S,0,V,3,2.882847017,4.422646591,diff,0.38651954650878906,1.3,1931.1542346191407
1_18_S,1,II,4,5.428882434,4.701666993,diff,0.3812619271874428,1.66,1891.4213671875
1_18_S,2,iii,3,6.315658578,4.582834969,diff,0.36828136757016183,1.12,1957.6664782714843
1_18_S,3,#io,2,7.349195773,3.883150504,diff,0.36452156975865363,1.38,1902.894599609375
1_18_S,4,ii,2,1.137883918,3.507431803,diff,0.38073679119348525,1.63,1889.3665405273437
1_18_S,5,V+,3,7.790566478,4.12006539,diff,0.3721323308348656,1.27,1903.0071765136718
1_18_S,6,ii,1,6.236044368,4.732960528,diff,0.38445899218320845,1.52,1893.194873046875
1_18_S,7,ii,1,4.36312273,5.120787058,diff,0.37865525126457217,1.62,1890.668504638672
1_18_S,8,V,2,3.771258154,4.976862111,diff,0.38918428629636764,1.44,1937.1403271484376
1_18_S,9,V,3,2.574061123,4.253003081,diff,0.3855894693732262,1.3,1931.7835949707032
1_18_S,10,iii,4,4.814689029,4.100789225,diff,0.36523808345198633,1.1,1950.8722143554687
1_29_O,0,iv,2,3.432598208,4.623874122,diff,0.3957472711801529,1.4,1895.9316064453126
1_29_O,1,-III,3,4.953294563,4.515126098,diff,0.38636608466506006,1.29,1934.267550048828
1_29_O,2,-vii,3,6.614425345,4.908530818,diff,0.38937348514795306,1.69,1902.256767578125
1_29_O,3,I,2,5.711208121,3.387914115,diff,0.3690587742626667,1.08,1936.8078344726562
1_29_O,4,I,2,4.943615725,4.959501598,diff,0.37224372327327726,1.12,1954.6577026367188
1_29_O,5,#I,2,6.849432623,5.154036744,diff,0.3864131146669388,1.23,1944.1152075195312
1_29_O,6,#I,2,1.222838547,3.676792711,diff,0.3808078619837761,1.14,1953.1410974121093
1_29_O,7,II,3,1.008227553,3.130202718,diff,0.3939510124921799,1.84,1934.514197998047
1_29_O,8,II,2,1.23723238,3.899986672,diff,0.3924323831498623,1.6,1923.6917407226563
1_29_O,9,#II,4,8.148955951,4.197098172,diff,0.3831734788417816,1.32,1933.6205749511719
1_29_O,10,#II,0,6.713522181,5.101330561,diff,0.3848696619272232,1.33,1932.7353112792969
1_29_S,0,iv,2,3.432598208,4.623874122,diff,0.3957472711801529,1.4,1895.9316064453126
1_29_S,1,-III,3,4.953294563,4.515126098,diff,0.38636608466506006,1.29,1934.267550048828
1_29_S,2,-vii,3,6.614425345,4.908530818,diff,0.38937348514795306,1.69,1902.256767578125
1_29_S,3,I,2,5.711208121,3.387914115,diff,0.3690587742626667,1.08,1936.8078344726562
1_29_S,4,I,2,4.943615725,4.959501598,diff,0.37224372327327726,1.12,1954.6576916503907
1_29_S,5,ivo,2,6.849432623,5.154036744,diff,0.3991648709774017,1.62,1863.3330102539062
1_29_S,6,#I,2,7.219987207,4.167272574,diff,0.38150530487298967,1.14,1953.1887060546876
1_29_S,7,II,1,3.160945809,4.693772279,diff,0.3939505486190319,1.84,1934.5139196777343
1_29_S,8,II,2,1.23723238,3.899986672,diff,0.39243207305669786,1.6,1923.6915478515625
1_29_S,9,#II,3,7.819428413,4.710131505,diff,0.3831732375919819,1.32,1933.6203552246093
1_29_S,10,#II,0,6.713522181,5.101330561,diff,0.3848688361048698,1.33,1932.7353820800781
2_14_O,0,II,7,4.976741572,4.681977862,same,0.38300816252827646,1.19,1956.9243811035155
2_14_O,1,V,4,0.5340987918,2.465682574,same,0.3774457895755768,1.64,1940.2989733886718
2_14_O,2,I,8,1.891262873,4.300370488,same,0.3616530781984329,1.29,1865.925498046875
2_14_O,3,IV,9,2.541591344,4.808225765,same,0.39325183182954787,1.24,1962.8193359375
2_14_O,4,I,7,0.8638151729,3.186495745,same,0.35151573330163954,1.31,1871.7534301757812
2_14_O,5,V+,6,8.049121377,3.639555553,same,0.40741647601127623,1.64,1980.4648205566407
2_14_O,6,I,1,3.793045482,5.207060192,same,0.3562590317428112,1.28,1877.5638024902344
2_14_O,7,IV,2,4.301337152,5.272412559,same,0.3887652689218521,1.22,1946.2508642578125
2_14_O,8,I,3,4.592055069,5.061006711,same,0.35470290675759314,1.21,1867.5308264160155
2_14_O,9,I,3,3.962541462,5.306896587,same,0.3541190131008625,1.28,1875.7494555664061
2_14_O,10,IV,4,4.054971171,5.236986381,same,0.38791706442832946,1.22,1947.8462268066405
2_14_S,0,II,7,4.976741572,4.681977862,same,0.38300816252827646,1.19,1956.9243811035155
2_14_S,1,V,4,0.5340987918,2.465682574,same,0.3774457895755768,1.64,1940.2989733886718
2_14_S,2,I,8,1.891262873,4.300370488,same,0.3616530781984329,1.29,1865.925498046875
2_14_S,3,IV,9,2.541591344,4.808225765,same,0.39325183182954787,1.24,1962.8193359375
2_14_S,4,I,7,0.8638151729,3.186495745,same,0.35151573330163954,1.31,1871.7534338378907
2_14_S,5,-V,6,8.049121377,3.639555553,same,0.3850214825570583,1.78,1848.3057006835938
2_14_S,6,I,1,5.03763517,5.402441086,same,0.3610274474322796,1.28,1877.339794921875
2_14_S,7,IV,2,5.428224124,5.172707439,same,0.38876514792442324,1.22,1946.250928955078
2_14_S,8,I,2,4.332751267,5.379991779,same,0.3547026914358139,1.21,1867.5311169433594
2_14_S,9,I,3,3.962541462,5.306896587,same,0.3541186048090458,1.28,1875.7489221191406
2_14_S,10,IV,4,4.054971171,5.236986381,same,0.3879161700606346,1.22,1947.8470422363282
2_20_O,0,I,5,2.410412989,4.885346012,diff,0.38238944932818414,1.28,1931.30701171875
2_20_O,1,I,6,1.849036775,4.390264316,diff,0.38452174723148347,1.29,1934.4318676757812
2_20_O,2,IV,7,3.292950283,4.676006402,diff,0.35855590224266054,1.1,1956.4382275390626
2_20_O,3,IV,7,2.112240929,4.486370521,diff,0.3578926381468773,1.06,1948.1206311035157
2_20_O,4,V,8,3.357395643,4.764408863,diff,0.3762262026965618,1.67,1897.3174389648439
2_20_O,5,#IV,9,8.627409516,3.17874493,diff,0.36094447612762454,1.41,1959.9244494628906
2_20_O,6,V,2,2.858096142,4.860656852,diff,0.3855293393135071,1.6,1901.3226037597656
2_20_O,7,I,3,5.473779002,4.606338169,diff,0.3880584219098091,1.31,1933.301053466797
2_20_O,8,I,2,4.509643678,5.456019778,diff,0.38064281731843946,1.45,1938.1381872558593
2_20_O,9,I,3,4.02649937,5.358034914,diff,0.3846961283683777,1.32,1933.7216638183593
2_20_O,10,I,4,3.265050196,5.192436856,diff,0.3848688891530037,1.33,1932.734920654297
2_20_S,0,I,5,2.410412989,4.885346012,diff,0.38238944932818414,1.28,1931.30701171875
2_20_S,1,I,6,1.849036775,4.390264316,diff,0.38452174723148347,1.29,1934.4318676757812
2_20_S,2,IV,7,3.292950283,4.676006402,diff,0.35855590224266054,1.1,1956.4382275390626
2_20_S,3,IV,7,2.112240929,4.486370521,diff,0.3578926381468773,1.06,1948.1206311035157
2_20_S,4,V,8,3.357395643,4.764408863,diff,0.3762262026965618,1.67,1897.3174389648439
2_20_S,5,vio,9,8.627409516,3.17874493,diff,0.3640019237995148,1.14,1924.9588391113282
2_20_S,6,V,2,4.857480484,4.540377077,diff,0.38767298206686973,1.6,1901.406298828125
2_20_S,7,I,2,5.1027507,5.153240517,diff,0.38840167701244355,1.31,1933.3009899902345
2_20_S,8,I,2,4.509643678,5.456019778,diff,0.38064398512244224,1.45,1938.138076171875
2_20_S,9,I,3,4.02649937,5.358034914,diff,0.3846961656212807,1.32,1933.7218029785156
2_20_S,10,I,4,3.265050196,5.192436856,diff,0.3848694679141045,1.33,1932.7355395507811
2_40_O,0,I,6,2.286661151,4.613582186,diff,0.35877562016248704,1.53,1954.3548962402344
2_40_O,1,IV,7,2.402621205,4.730148204,diff,0.39735745400190353,1.87,1936.1495825195314
2_40_O,2,V,8,1.120797348,3.191823123,diff,0.3953138738870621,1.27,1948.4110571289064
2_40_O,3,I,9,1.234271396,3.674196161,diff,0.3585298506915569,1.54,1953.4761901855468
2_40_O,4,IV,10,3.045116967,4.834656079,diff,0.39460364654660224,1.82,1936.8656066894532
2_40_O,5,-vio,10,10.66762064,1.54376757,diff,0.39782939851284027,1.63,1856.1144323730468
2_40_O,6,vi,1,6.202064081,5.216754948,diff,0.37740282863378527,1.75,1894.239287109375
2_40_O,7,I,1,5.12423554,5.459869194,diff,0.37188127398490906,1.48,1970.1357360839843
2_40_O,8,IV,2,3.697211431,5.236700113,diff,0.3873887984454632,1.75,1925.1329931640626
2_40_O,9,V,3,3.892633351,5.18115641,diff,0.38974027544260026,1.22,1940.2679614257813
2_40_O,10,I,4,2.715116517,4.893784162,diff,0.3680696693062782,1.48,1970.5666235351562
2_40_S,0,I,6,2.286661151,4.613582186,diff,0.35877562016248704,1.53,1954.3548962402344
2_40_S,1,IV,7,2.402621205,4.730148204,diff,0.39735745400190353,1.87,1936.1495825195314
2_40_S,2,V,8,1.120797348,3.191823123,diff,0.3953138738870621,1.27,1948.4110571289064
2_40_S,3,I,9,1.234271396,3.674196161,diff,0.3585298506915569,1.54,1953.4761901855468
2_40_S,4,IV,10,3.045116967,4.834656079,diff,0.39460364654660224,1.82,1936.8656091308594
2_40_S,5,-ii,10,10.66762064,1.54376757,diff,0.38258217602968214,1.67,1886.7202844238282
2_40_S,6,vi,1,6.352070348,5.106758281,diff,0.37763408094644546,1.75,1894.120125732422
2_40_S,7,I,1,5.12423554,5.459869194,diff,0.3717134457826614,1.48,1970.1362231445312
2_40_S,8,IV,2,3.697211431,5.236700113,diff,0.38738826900720597,1.75,1925.1331762695313
2_40_S,9,V,3,3.892633351,5.18115641,diff,0.38973901063203814,1.22,1940.267596435547
2_40_S,10,I,4,2.715116517,4.893784162,diff,0.36806884497404097,1.48,1970.5666259765626
2_70_O,0,I,6,1.892639598,4.498990275,same,0.3995297524333,1.74,1934.4464709472657
2_70_O,1,V,7,2.053600333,4.610023322,same,0.35893687427043913,1.44,1970.0960620117187
2_70_O,2,IV,8,2.124749617,4.382333838,same,0.3818417425453663,1.39,1967.37009765625
2_70_O,3,V,9,1.725134923,4.123276653,same,0.3666623705625534,1.47,1968.5581262207031
2_70_O,4,I,10,1.424349956,3.997459319,same,0.38975667163729666,1.78,1925.8162072753905
2_70_O,5,III,10,8.77417927,1.597866797,same,0.38780335545539857,1.74,1938.8582263183594
2_70_O,6,IV,4,0.9777902915,3.217042075,same,0.37832152366638183,1.36,1964.5647802734375
2_70_O,7,V,5,1.016337907,3.359526927,same,0.35945077836513517,1.45,1970.2713220214844
2_70_O,8,I,6,2.430293058,4.774449924,same,0.3994199267029762,1.7,1924.1192163085936
2_70_O,9,V,7,4.960559407,4.708881,same,0.36492881655693055,1.42,1962.1380554199218
2_70_O,10,IV,4,3.351609166,4.780202978,same,0.3769800093770027,1.35,1961.890672607422
2_70_S,0,I,6,1.892639598,4.498990275,same,0.3995297524333,1.74,1934.4464709472657
2_70_S,1,V,7,2.053600333,4.610023322,same,0.35893687427043913,1.44,1970.0960620117187
2_70_S,2,IV,8,2.124749617,4.382333838,same,0.3818417425453663,1.39,1967.37009765625
2_70_S,3,V,9,1.725134923,4.123276653,same,0.3666623705625534,1.47,1968.5581262207031
2_70_S,4,I,10,1.424349956,3.997459319,same,0.3897566710412502,1.78,1925.8162084960939
2_70_S,5,-III,10,8.776193132,1.597866797,same,0.38515995144844056,1.78,1848.362391357422
2_70_S,6,IV,4,1.895987332,4.707430025,same,0.37464729204773906,1.34,1964.3258813476561
2_70_S,7,V,5,4.403844138,3.234612226,same,0.3594512361288071,1.45,1970.2715954589844
2_70_S,8,I,4,3.135504038,4.756022345,same,0.39941796034574506,1.7,1924.1191723632812
2_70_S,9,V,5,2.176648974,4.845843548,same,0.36488040670752525,1.42,1962.137706298828
2_70_S,10,IV,6,3.890829101,4.023717246,same,0.37697981745004655,1.35,1961.8903576660157
3_7_O,0,V,7,0.1515966494,0.9263372017,diff,0.3609974631667137,1.07,1958.9482263183593
3_7_O,1,V,10,1.13120494,3.276014775,diff,0.36517007440328597,1.16,1943.518271484375
3_7_O,2,I,10,3.032356582,3.530802736,diff,0.37651564702391627,1.23,1948.176357421875
3_7_O,3,I,10,2.027449514,4.460298564,diff,0.3795438633859158,1.15,1955.1856188964844
3_7_O,4,I,9,0.8596479762,3.131384852,diff,0.37835571482777597,1.29,1931.649246826172
3_7_O,5,I,10,1.93424817,3.810550753,diff,0.374755991846323,1.23,1949.8258972167969
3_7_O,6,I,10,1.512779242,3.823945901,diff,0.3775692653656006,1.14,1954.1103247070312
3_7_O,7,I,10,0.9447750772,3.078232253,diff,0.3703053763508797,1.28,1928.3790234375
3_7_O,8,IV,10,3.192874261,4.242271152,diff,0.3889169371128082,1.71,1939.9467065429687
3_7_O,9,IV,10,2.455049928,4.201752828,diff,0.38235509529709816,1.61,1954.8203771972655
3_7_O,10,V,10,5.135471248,2.541814706,diff,0.3620578157901764,1.15,1937.4749133300782
3_7_S,0,V,7,0.1515966494,0.9263372017,diff,0.3609974631667137,1.07,1958.9482263183593
3_7_S,1,V,10,1.13120494,3.276014775,diff,0.36517007440328597,1.16,1943.518271484375
3_7_S,2,I,10,3.032356582,3.530802736,diff,0.37651564702391627,1.23,1948.176357421875
3_7_S,3,I,10,2.027449514,4.460298564,diff,0.3795438633859158,1.15,1955.1856188964844
3_7_S,4,I,9,0.8596479762,3.131384852,diff,0.37835571452975275,1.29,1931.649246826172
3_7_S,5,V,10,1.931912748,3.810550753,diff,0.3561796075105667,1.07,1957.6651342773437
3_7_S,6,I,10,3.33251247,2.836695351,diff,0.3776537324488163,1.13,1954.237138671875
3_7_S,7,I,7,0.8995138296,3.136114242,diff,0.3703049387037754,1.28,1928.378878173828
3_7_S,8,IV,9,3.643746105,4.136166478,diff,0.3889171189069748,1.71,1939.946533203125
3_7_S,9,IV,8,2.574309747,4.560962494,diff,0.3823548737168312,1.61,1954.8205627441407
3_7_S,10,V,9,2.716189773,4.608025494,diff,0.3620584224164486,1.15,1937.4755358886719
3_15_O,0,I,5,2.863147456,4.98886868,same,0.36096304446458816,1.07,1958.94830078125
3_15_O,1,IV,6,3.331409687,5.032266525,same,0.37509632408618926,1.29,1934.2750708007814
3_15_O,2,V,7,1.940488224,4.051514353,same,0.3843591548502445,1.44,1936.1090100097656
3_15_O,3,I,8,2.114184404,4.478664294,same,0.3610547786951065,1.09,1958.3358215332032
3_15_O,4,V,9,3.950289702,4.97055631,same,0.38184956431388856,1.29,1930.7987084960937
3_15_O,5,I,10,2.050099681,3.806458709,same,0.35652212753891943,1.06,1957.5921850585937
3_15_O,6,VI,8,6.576890422,4.100716575,same,0.3808976563811302,1.62,1828.0299877929688
3_15_O,7,IV,5,3.283200749,4.384480907,same,0.3695599165558815,1.28,1928.73064453125
3_15_O,8,V,4,5.653174097,3.398289689,same,0.38797157794237136,1.44,1937.7578527832031
3_15_O,9,I,3,3.031055436,5.105102414,same,0.3617368704080582,1.09,1955.3279626464844
3_15_O,10,IV,4,4.669821508,5.130973741,same,0.37797720089554787,1.25,1927.7511120605468
3_15_S,0,I,5,2.863147456,4.98886868,same,0.36096304446458816,1.07,1958.94830078125
3_15_S,1,IV,6,3.331409687,5.032266525,same,0.37509632408618926,1.29,1934.2750708007814
3_15_S,2,V,7,1.940488224,4.051514353,same,0.3843591548502445,1.44,1936.1090100097656
3_15_S,3,I,8,2.114184404,4.478664294,same,0.3610547786951065,1.09,1958.3358215332032
3_15_S,4,V,9,3.950289702,4.97055631,same,0.38184956431388856,1.29,1930.7987060546875
3_15_S,5,vi,10,2.067608309,3.806458709,same,0.39147372156381605,1.49,1900.9856689453125
3_15_S,6,VI,10,6.318137778,4.676865829,same,0.3805880756676197,1.61,1828.034425048828
3_15_S,7,IV,3,4.461413056,4.913785284,same,0.36957824289798735,1.28,1928.7304443359376
3_15_S,8,V,3,3.79652722,5.066670126,same,0.38797111839056014,1.44,1937.7573120117188
3_15_S,9,I,4,1.816956387,4.588999349,same,0.3617365400493145,1.09,1955.3280895996095
3_15_S,10,IV,4,4.669821508,5.130973741,same,0.3781809589266777,1.25,1927.7513391113282
3_16_O,0,-VII,8,1.323245823,3.598910915,same,0.36295982256531717,1.1,1938.7453845214843
3_16_O,1,i,9,2.773006653,3.791801494,same,0.3871589389443397,1.69,1897.412841796875
3_16_O,2,i,9,1.426069556,3.853393903,same,0.3817181721329689,1.63,1894.3620202636719
3_16_O,3,-VII,10,1.242978456,3.464563651,same,0.3704995432496071,1.11,1942.2266235351562
3_16_O,4,-VII,10,1.12451185,3.251413447,same,0.36230663031339644,1.15,1951.3695104980468
3_16_O,5,i,10,1.943975318,3.921003878,same,0.3798765617609024,1.67,1893.6047790527343
3_16_O,6,i,10,1.629755881,4.035269719,same,0.3780734446644783,1.64,1888.7715576171875
3_16_O,7,-VII,10,1.242978456,3.464563651,same,0.36105727091431616,1.17,1950.153162841797
3_16_O,8,-VII,10,1.12451185,3.251413447,same,0.3571621887385845,1.09,1954.1679479980469
3_16_O,9,i,10,1.943975318,3.921003878,same,0.3800964872539043,1.62,1888.1437561035157
3_16_O,10,i,10,1.629755881,4.035269719,same,0.3857878637313843,1.68,1892.6881420898437
3_16_S,0,-VII,8,1.323245823,3.598910915,same,0.36295982256531717,1.1,1938.7453845214843
3_16_S,1,i,9,2.773006653,3.791801494,same,0.3871589389443397,1.69,1897.412841796875
3_16_S,2,i,9,1.426069556,3.853393903,same,0.3817181721329689,1.63,1894.3620202636719
3_16_S,3,-VII,10,1.242978456,3.464563651,same,0.3704995432496071,1.11,1942.2266235351562
3_16_S,4,-VII,10,1.12451185,3.251413447,same,0.36230663031339644,1.15,1951.36951171875
3_16_S,5,-VI,10,1.925227393,3.921003878,same,0.38650512367486956,1.64,1942.5330603027344
3_16_S,6,i,6,6.378791066,1.856493381,same,0.3799231988191605,1.63,1888.564677734375
3_16_S,7,-VII,4,3.065381956,4.996656898,same,0.36105673655867576,1.17,1950.1530297851561
3_16_S,8,-VII,5,5.256718864,4.015727364,same,0.3571615648269653,1.09,1954.1677856445312
3_16_S,9,i,3,3.129134394,5.043742939,same,0.38010570511221886,1.62,1888.1437353515626
3_16_S,10,i,4,2.19677447,4.537331889,same,0.38578740537166595,1.68,1892.6881591796875
3_25_O,0,-VII,7,4.898445033,4.955840665,diff,0.3995338925719261,1.74,1934.4472106933595
3_25_O,1,-VII,6,1.899653956,3.951760318,diff,0.39105274811387064,1.78,1925.208328857422
3_25_O,2,I,7,3.550210843,3.570540956,diff,0.39533737748861314,1.23,1940.8572180175781
3_25_O,3,I,6,0.3764736392,1.930264018,diff,0.39429995059967043,1.24,1963.2773046875
3_25_O,4,-VII,8,2.962493516,4.687478304,diff,0.391148037314415,1.78,1926.1023767089844
3_25_O,5,-VII,9,1.959273481,3.704753414,diff,0.4004145079851151,1.68,1923.3834558105468
3_25_O,6,I,6,0.1778990697,1.089490567,diff,0.39135427922010424,1.23,1961.8295739746093
3_25_O,7,I,10,1.604750777,4.019575133,diff,0.38973684623837473,1.22,1946.5214099121094
3_25_O,8,-III,10,6.090282488,3.063081776,diff,0.37385603845119475,1.34,1973.3319506835937
3_25_O,9,-VII,4,4.630619357,4.176333571,diff,0.3909805038571358,1.66,1930.0939611816407
3_25_O,10,I,4,2.277694311,4.11781601,diff,0.38933170795440675,1.23,1947.5332495117189
3_25_S,0,-VII,7,4.898445033,4.955840665,diff,0.3995338925719261,1.74,1934.4472106933595
3_25_S,1,-VII,6,1.899653956,3.951760318,diff,0.39105274811387064,1.78,1925.208328857422
3_25_S,2,I,7,3.550210843,3.570540956,diff,0.39533737748861314,1.23,1940.8572180175781
3_25_S,3,I,6,0.3764736392,1.930264018,diff,0.39429995059967043,1.24,1963.2773046875
3_25_S,4,-VII,8,2.962493516,4.687478304,diff,0.3911480391025543,1.78,1926.1023779296875
3_25_S,5,IV,9,1.987928603,3.704753414,diff,0.36302284091711046,1.53,1956.7068530273436
3_25_S,6,I,7,2.807836101,3.957421945,diff,0.39435739278793336,1.23,1962.1040478515624
3_25_S,7,I,7,1.74344432,4.285846102,diff,0.38973619520664216,1.22,1946.5217590332031
3_25_S,8,-III,8,6.489992396,4.040573767,diff,0.3735975901782513,1.34,1973.332099609375
3_25_S,9,-VII,4,3.784334091,5.05598872,diff,0.3909798015654087,1.66,1930.0939526367188
3_25_S,10,I,5,1.368064471,3.574386189,diff,0.38933155328035357,1.23,1947.5329956054688
4_31_O,0,I,4,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
4_31_O,1,vi,5,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
4_31_O,2,ii,5,5.431792878,3.763483588,diff,0.36072165578603743,1.08,1944.8450842285156
4_31_O,3,-VII,3,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
4_31_O,4,V,4,1.705028421,4.394560025,diff,0.3864912310242653,1.64,1852.321300048828
4_31_O,5,I,5,2.635198165,4.782914937,diff,0.3794443130493164,1.65,1901.1139440917968
4_31_O,6,-VII,5,7.34114219,2.485680533,diff,0.3668601439893246,1.1,1944.5968640136718
4_31_O,7,I,3,2.950977038,4.797095822,diff,0.39307214587926864,1.59,1906.638643798828
4_31_O,8,I,4,3.250998351,4.95626648,diff,0.37888784274458887,1.65,1900.5688037109376
4_31_O,9,I,5,2.611020542,4.786421378,diff,0.3790624362230301,1.69,1895.8002221679687
4_31_O,10,I,6,1.645447386,4.370179495,diff,0.3850282394886017,1.61,1904.424873046875
4_31_S,0,I,4,2.960359394,4.577004159,diff,0.3737822702527046,1.71,1900.272958984375
4_31_S,1,vi,5,4.078090606,4.66876448,diff,0.3930656577646732,1.55,2003.826239013672
4_31_S,2,ii,5,5.431792878,3.763483588,diff,0.36072165578603743,1.08,1944.8450842285156
4_31_S,3,-VII,3,4.836888644,4.79421052,diff,0.3715118882060051,1.11,1942.3109912109376
4_31_S,4,V,4,1.705028421,4.394560025,diff,0.3864912307262421,1.64,1852.3213037109374
4_31_S,5,V,5,2.632351297,4.782914937,diff,0.37924597471952437,1.68,1833.7110632324218
4_31_S,6,-VII,5,5.513760699,3.433887756,diff,0.3643470253050327,1.1,1944.6219580078125
4_31_S,7,I,4,2.968177539,4.705895125,diff,0.3930722936987877,1.59,1906.638896484375
4_31_S,8,I,5,1.722462728,4.37962809,diff,0.3788886219263077,1.65,1900.5687780761718
