"X","response","trial_id","chord_index","chord_pleasantness","Symbol","Order","IC","Entropy","HarmonicFunction","SensoryDissonance","SpectralComplexity","SpectralCentroid","QualtricsID","overall_pleasantness","invalid_trial","interaction","trial_clean","quadrant","seq_id","version","chord_factor","pleasantness","surprise","uncertainty"
12,"R_11hm6t4X5BgCJer","1_18_O",10,38,"iii",4,4.814689029,4.100789225,"diff",-1.22708513495425,-1.43756143148316,0.623756831297839,"Q161_1",0.967590228762147,NA,-0.137784906782926,"1_18_O","1","1_18","O","10",0.481659299450792,0.566977541397758,-0.24301651603915
15,"R_11hm6t4X5BgCJer","1_18_S",0,-1,"V",3,2.882847017,4.422646591,"diff",0.63687095412265,-0.554121230103689,0.0849518039328735,"Q165_1",0.419466559153211,NA,-0.0532558867581213,"1_18_S","1","1_18","S","0",-0.493345307945074,-0.402170876443669,0.13242104259029
16,"R_11hm6t4X5BgCJer","1_18_S",1,10,"II",4,5.428882434,4.701666993,"diff",0.176336692312898,1.03607113237936,-1.00076706092755,"Q165_1",0.419466559153211,NA,0.400700121946033,"1_18_S","1","1_18","S","1",-0.218344008423163,0.875100339746129,0.457890488377913
17,"R_11hm6t4X5BgCJer","1_18_S",2,17,"iii",3,6.315658578,4.582834969,"diff",-0.960678385395563,-1.34921741134521,0.809411047470959,"Q165_1",0.419466559153211,NA,0.421435073812492,"1_18_S","1","1_18","S","2",-0.0433431814546742,1.31996989512317,0.319276276958701
18,"R_11hm6t4X5BgCJer","1_18_S",3,22,"#io",2,7.349195773,3.883150504,"diff",-1.29001293851675,-0.200745149551901,-0.687255711594677,"Q165_1",0.419466559153211,NA,-0.913507523705481,"1_18_S","1","1_18","S","3",0.0816574092371035,1.83846516082946,-0.49688595855324
19,"R_11hm6t4X5BgCJer","1_18_S",4,31,"ii",2,1.137883918,3.507431803,"diff",0.130338094364756,0.903555102172439,-1.05691614386974,"Q165_1",0.419466559153211,NA,1.19471896468626,"1_18_S","1","1_18","S","4",0.306658472482303,-1.27756763046536,-0.935151248510482
20,"R_11hm6t4X5BgCJer","1_18_S",5,-11,"V+",3,7.790566478,4.12006539,"diff",-0.623358314091365,-0.68663726031061,-0.684179495941401,"Q165_1",0.419466559153211,NA,-0.454269983990838,"1_18_S","1","1_18","S","5",-0.743346489328629,2.0598878847247,-0.220531412102339
21,"R_11hm6t4X5BgCJer","1_18_S",6,22,"ii",1,6.236044368,4.732960528,"diff",0.456379403241941,0.41766299141373,-0.952305198169303,"Q165_1",0.419466559153211,NA,0.632838425471405,"1_18_S","1","1_18","S","6",0.0816574092371035,1.28002978346812,0.494393516185842
22,"R_11hm6t4X5BgCJer","1_18_S",7,-26,"ii",1,4.36312273,5.120787058,"diff",-0.0519916628882002,0.859383092103467,-1.02133937611009,"Q165_1",0.419466559153211,NA,0.322322536485074,"1_18_S","1","1_18","S","7",-1.11834826140396,0.340439987339036,0.946782247891697
23,"R_11hm6t4X5BgCJer","1_18_S",8,9,"V",2,3.771258154,4.976862111,"diff",0.870285337321727,0.0642869108619411,0.248524533664478,"Q165_1",0.419466559153211,NA,0.0338967829472438,"1_18_S","1","1_18","S","8",-0.243344126561519,0.0435189069174832,0.778897848043749
24,"R_11hm6t4X5BgCJer","1_18_S",9,15,"V",3,2.574061123,4.253003081,"diff",0.555402068516289,-0.554121230103689,0.102149364810201,"Q165_1",0.419466559153211,NA,0.0364682957813748,"1_18_S","1","1_18","S","9",-0.0933434177313853,-0.557079693398133,-0.0654633371374959
25,"R_11hm6t4X5BgCJer","1_18_S",10,31,"iii",4,4.814689029,4.100789225,"diff",-1.22725086224853,-1.43756143148316,0.623754663140024,"Q165_1",0.419466559153211,NA,-0.137784906782926,"1_18_S","1","1_18","S","10",0.306658472482303,0.566977541397758,-0.24301651603915
28,"R_11hm6t4X5BgCJer","1_21_O",0,0,"ii",0,5.751996329,5.09971751,"same",1.42197645048491,0.506007011551678,1.90996174619075,"Q141_1",1.11707850229186,NA,0.956508567279262,"1_21_O","1","1_21","O","0",-0.468345189806718,1.03719709412701,0.922205213160896
29,"R_11hm6t4X5BgCJer","1_21_O",1,32,"ii",1,4.36312273,5.120787058,"same",1.29271190196412,0.550179021620651,2.09525611488041,"Q141_1",1.11707850229186,NA,0.322322536485074,"1_21_O","1","1_21","O","1",0.331658590620659,0.340439987339036,0.946782247891697
30,"R_11hm6t4X5BgCJer","1_21_O",2,43,"II",2,5.112650451,4.976862111,"same",0.0834497090927458,-0.333261179758821,1.06417382607579,"Q141_1",1.11707850229186,NA,0.55804606665251,"1_21_O","1","1_21","O","2",0.60665989014257,0.716456038560227,0.778897848043749
31,"R_11hm6t4X5BgCJer","1_21_O",3,49,"II",3,3.157679941,4.396789319,"same",-0.216836870808612,-0.0240571092760062,0.869805416756102,"Q141_1",1.11707850229186,NA,-0.0270266391712784,"1_21_O","1","1_21","O","3",0.756660598972703,-0.264295267666748,0.102259262565974
32,"R_11hm6t4X5BgCJer","1_21_O",4,49,"-VI",4,6.800025179,4.225617168,"same",0.173625431891653,-0.68663726031061,0.341633335484619,"Q141_1",1.11707850229186,NA,-0.152245406752658,"1_21_O","1","1_21","O","4",0.756660598972703,1.56296239766658,-0.097408233864073
33,"R_11hm6t4X5BgCJer","1_21_O",5,49,"V+",2,7.334320503,4.718569944,"same",0.128467818057716,-1.39338942141419,1.78044984163619,"Q141_1",1.11707850229186,NA,0.874500252831289,"1_21_O","1","1_21","O","5",0.756660598972703,1.83100267461376,0.477607304978821
34,"R_11hm6t4X5BgCJer","1_21_O",6,26,"I",1,3.413176446,4.732960528,"same",-0.446151445030063,1.25693118272423,-2.46838634272327,"Q141_1",1.11707850229186,NA,-0.0672969307446032,"1_21_O","1","1_21","O","6",0.181657881790526,-0.136120172577883,0.494393516185842
35,"R_11hm6t4X5BgCJer","1_21_O",7,57,"I",2,3.264204227,4.951074734,"same",0.57781533739988,1.08024314244833,-2.05319506348271,"Q141_1",1.11707850229186,NA,-0.157892055285117,"1_21_O","1","1_21","O","7",0.956661544079548,-0.210855160972046,0.74881759856971
36,"R_11hm6t4X5BgCJer","1_21_O",8,55,"IV",3,4.863803269,4.902115724,"same",0.220517641539291,0.991899122310387,-0.749748657499648,"Q141_1",1.11707850229186,NA,0.409226186109801,"1_21_O","1","1_21","O","8",0.906661307802836,0.591616713593938,0.691708291376429
37,"R_11hm6t4X5BgCJer","1_21_O",9,62,"IV",3,3.84158003,4.993717803,"same",-0.0162521679018953,1.16858716258628,-0.881117238975299,"Q141_1",1.11707850229186,NA,0.062924357416625,"1_21_O","1","1_21","O","9",1.08166213477133,0.0787973274310137,0.79855953835128
38,"R_11hm6t4X5BgCJer","1_21_O",10,66,"#ivo",4,5.841967534,4.852737664,"same",0.427022634532784,0.285146961206809,-0.584619557381414,"Q141_1",1.11707850229186,NA,0.686318370981728,"1_21_O","1","1_21","O","10",1.18166260732475,1.08233300608845,0.634110174152485
41,"R_11hm6t4X5BgCJer","1_21_S",0,-1,"ii",0,5.751996329,5.09971751,"same",1.42197645048491,0.506007011551678,1.90996174619075,"Q145_1",1.06724907778195,NA,0.956508567279262,"1_21_S","1","1_21","S","0",-0.493345307945074,1.03719709412701,0.922205213160896
42,"R_11hm6t4X5BgCJer","1_21_S",1,-9,"ii",1,4.36312273,5.120787058,"same",1.29271190196412,0.550179021620651,2.09525611488041,"Q145_1",1.06724907778195,NA,0.322322536485074,"1_21_S","1","1_21","S","1",-0.693346253051918,0.340439987339036,0.946782247891697
43,"R_11hm6t4X5BgCJer","1_21_S",2,6,"II",2,5.112650451,4.976862111,"same",0.0834497090927458,-0.333261179758821,1.06417382607579,"Q145_1",1.06724907778195,NA,0.55804606665251,"1_21_S","1","1_21","S","2",-0.318344480976585,0.716456038560227,0.778897848043749
44,"R_11hm6t4X5BgCJer","1_21_S",3,51,"II",3,3.157679941,4.396789319,"same",-0.216836870808612,-0.0240571092760062,0.869805416756102,"Q145_1",1.06724907778195,NA,-0.0270266391712784,"1_21_S","1","1_21","S","3",0.806660835249414,-0.264295267666748,0.102259262565974
45,"R_11hm6t4X5BgCJer","1_21_S",4,-26,"-VI",4,6.800025179,4.225617168,"same",0.173625431891653,-0.68663726031061,0.341633568978538,"Q145_1",1.06724907778195,NA,-0.152245406752658,"1_21_S","1","1_21","S","4",-1.11834826140396,1.56296239766658,-0.097408233864073
46,"R_11hm6t4X5BgCJer","1_21_S",5,-21,"-V",2,7.334320503,4.718569944,"same",-1.82379567538253,-0.863325300586504,-1.64987654968238,"Q145_1",1.06724907778195,NA,0.874500252831289,"1_21_S","1","1_21","S","5",-0.993347670712185,1.83100267461376,0.477607304978821
47,"R_11hm6t4X5BgCJer","1_21_S",6,-15,"I",1,4.782639705,5.018487236,"same",-0.216979155855075,1.21275917265525,-2.47423403111094,"Q145_1",1.06724907778195,NA,0.455842969793618,"1_21_S","1","1_21","S","6",-0.843346961882052,0.550899336526682,0.827452384799777
48,"R_11hm6t4X5BgCJer","1_21_S",7,50,"I",2,2.212269219,4.787172048,"same",0.577673626662385,1.08024314244833,-2.05319813225991,"Q145_1",1.06724907778195,NA,-0.411854203486416,"1_21_S","1","1_21","S","7",0.781660717111059,-0.738580069294005,0.557629728460044
49,"R_11hm6t4X5BgCJer","1_21_S",8,53,"IV",3,4.830035577,4.800265143,"same",0.220373946825357,0.991899122310387,-0.749741786107217,"Q145_1",1.06724907778195,NA,0.329233551451573,"1_21_S","1","1_21","S","8",0.856661071526125,0.574676453949167,0.572902455266933
50,"R_11hm6t4X5BgCJer","1_21_S",9,58,"IV",3,3.84158003,4.993717803,"same",-0.0264652347790581,1.16858716258628,-0.88110459694746,"Q145_1",1.06724907778195,NA,0.062924357416625,"1_21_S","1","1_21","S","9",0.981661662217903,0.0787973274310137,0.79855953835128
51,"R_11hm6t4X5BgCJer","1_21_S",10,61,"#ivo",4,5.841967534,4.852737664,"same",0.427026419750976,0.285146961206809,-0.584626128567386,"Q145_1",1.06724907778195,NA,0.686318370981728,"1_21_S","1","1_21","S","10",1.05666201663297,1.08233300608845,0.634110174152485
54,"R_11hm6t4X5BgCJer","1_25_O",0,5,"-VI",4,3.397104365,4.545372176,"same",-0.854516289570721,-1.65842148182803,0.400760099646799,"Q149_1",-1.02558675163398,NA,-0.0397335337509653,"1_25_O","1","1_25","O","0",-0.343344599114941,-0.144183063733482,0.275576983330106
55,"R_11hm6t4X5BgCJer","1_25_O",1,-36,"v",4,4.510715135,3.905697203,"same",0.553935205100826,0.41766299141373,0.950986348571434,"Q149_1",-1.02558675163398,NA,-0.19504973137484,"1_25_O","1","1_25","O","1",-1.36834944278752,0.414482763561237,-0.47058586875597
56,"R_11hm6t4X5BgCJer","1_25_O",2,-39,"iv",4,2.417155453,4.467324708,"same",0.664629773394736,-0.112401129413953,-0.275681453277073,"Q149_1",-1.02558675163398,NA,-0.117327517699775,"1_25_O","1","1_25","O","2",-1.44334979720258,-0.63579466123001,0.184536808586585
57,"R_11hm6t4X5BgCJer","1_25_O",3,-28,"v",4,4.641248391,4.664478745,"same",0.906759282108938,0.240974951137836,1.15340262610908,"Q149_1",-1.02558675163398,NA,0.198952007122971,"1_25_O","1","1_25","O","3",-1.16834849768067,0.479967465592911,0.414511443764636
58,"R_11hm6t4X5BgCJer","1_25_O",4,-40,"-II",4,7.467843116,4.616271573,"same",0.00142078087663969,1.4777912330691,-2.28649871700556,"Q149_1",-1.02558675163398,NA,0.680009157191075,"1_25_O","1","1_25","O","4",-1.46834991534094,1.89798704928373,0.358279134437561
59,"R_11hm6t4X5BgCJer","1_25_O",5,-52,"-vii",1,6.373999924,5.440453897,"same",0.39786519019245,1.96368334382781,-1.60991526649226,"Q149_1",-1.02558675163398,NA,1.78054169727258,"1_25_O","1","1_25","O","5",-1.76835133300121,1.34923803548838,1.31966461842893
60,"R_11hm6t4X5BgCJer","1_25_O",6,-48,"-vii",1,5.215315199,5.390820206,"same",-0.328260432968241,1.34527520286218,-1.82810178994456,"Q149_1",-1.02558675163398,NA,0.968987504667331,"1_25_O","1","1_25","O","6",-1.66835086044778,0.767959928357758,1.26176831483833
61,"R_11hm6t4X5BgCJer","1_25_O",7,-57,"i",2,5.305046918,5.174407821,"same",-0.132247764586901,-1.12835736100035,0.305043971316424,"Q149_1",-1.02558675163398,NA,0.82056023916086,"1_25_O","1","1_25","O","7",-1.89335192369298,0.812975697224391,1.0093293587525
62,"R_11hm6t4X5BgCJer","1_25_O",8,-49,"v",2,5.53852457,4.84575946,"same",0.961890854502803,-0.0682291193449798,0.974288607927272,"Q149_1",-1.02558675163398,NA,0.582217839026219,"1_25_O","1","1_25","O","8",-1.69335097858614,0.930104580244629,0.625970295590942
63,"R_11hm6t4X5BgCJer","1_25_O",9,-59,"-VI",2,4.071237224,5.182615743,"same",-0.964009246876865,-1.57007746169008,0.388953713191734,"Q149_1",-1.02558675163398,NA,0.197677092033544,"1_25_O","1","1_25","O","9",-1.9433521599697,0.194009598842679,1.01890366875012
64,"R_11hm6t4X5BgCJer","1_25_O",10,-43,"v",3,4.00562857,5.0017997,"same",0.372768423505156,0.41766299141373,0.978758715556735,"Q149_1",-1.02558675163398,NA,0.130163176629624,"1_25_O","1","1_25","O","10",-1.54335026975601,0.161095663424649,0.807986843733425
67,"R_11hm6t4X5BgCJer","1_25_S",0,-1,"-VI",4,3.397104365,4.545372176,"same",-0.854516289570721,-1.65842148182803,0.400760099646799,"Q153_1",-0.676780780064662,NA,-0.0397335337509653,"1_25_S","1","1_25","S","0",-0.493345307945074,-0.144183063733482,0.275576983330106
68,"R_11hm6t4X5BgCJer","1_25_S",1,-1,"v",4,4.510715135,3.905697203,"same",0.553935205100826,0.41766299141373,0.950986348571434,"Q153_1",-0.676780780064662,NA,-0.19504973137484,"1_25_S","1","1_25","S","1",-0.493345307945074,0.414482763561237,-0.47058586875597
69,"R_11hm6t4X5BgCJer","1_25_S",2,-1,"iv",4,2.417155453,4.467324708,"same",0.664629773394736,-0.112401129413953,-0.275681453277073,"Q153_1",-0.676780780064662,NA,-0.117327517699775,"1_25_S","1","1_25","S","2",-0.493345307945074,-0.63579466123001,0.184536808586585
70,"R_11hm6t4X5BgCJer","1_25_S",3,27,"v",4,4.641248391,4.664478745,"same",0.906759282108938,0.240974951137836,1.15340262610908,"Q153_1",-0.676780780064662,NA,0.198952007122971,"1_25_S","1","1_25","S","3",0.206657999928881,0.479967465592911,0.414511443764636
71,"R_11hm6t4X5BgCJer","1_25_S",4,1,"-II",4,7.467843116,4.616271573,"same",0.00142078087663969,1.4777912330691,-2.28649858358045,"Q153_1",-0.676780780064662,NA,0.680009157191075,"1_25_S","1","1_25","S","4",-0.443345071668363,1.89798704928373,0.358279134437561
72,"R_11hm6t4X5BgCJer","1_25_S",5,-29,"vii",1,6.373999924,5.440453897,"same",-0.632500673267708,0.240974951137836,-0.59888623589111,"Q153_1",-0.676780780064662,NA,1.78054169727258,"1_25_S","1","1_25","S","5",-1.19334861581903,1.34923803548838,1.31966461842893
73,"R_11hm6t4X5BgCJer","1_25_S",6,-37,"-vii",1,6.588703774,5.39550483,"same",-0.372790235734391,1.34527520286218,-1.82951359423986,"Q153_1",-0.676780780064662,NA,1.84629311677489,"1_25_S","1","1_25","S","6",-1.39334956092587,1.45694865325083,1.26723279688363
74,"R_11hm6t4X5BgCJer","1_25_S",7,-38,"i",1,5.06608919,5.390820206,"same",-0.132205761717489,-1.12835736100035,0.305038200681022,"Q153_1",-0.676780780064662,NA,0.874528617232244,"1_25_S","1","1_25","S","7",-1.41834967906423,0.693097620971961,1.26176831483833
75,"R_11hm6t4X5BgCJer","1_25_S",8,-3,"v",2,5.53852457,4.84575946,"same",0.961884563209128,-0.0682291193449798,0.974287273676318,"Q153_1",-0.676780780064662,NA,0.582217839026219,"1_25_S","1","1_25","S","8",-0.543345544221785,0.930104580244629,0.625970295590942
76,"R_11hm6t4X5BgCJer","1_25_S",9,44,"-VI",2,4.071237224,5.182615743,"same",-0.963982410985152,-1.57007746169008,0.388949210094751,"Q153_1",-0.676780780064662,NA,0.197677092033544,"1_25_S","1","1_25","S","9",0.631660008280925,0.194009598842679,1.01890366875012
77,"R_11hm6t4X5BgCJer","1_25_S",10,53,"v",3,4.00562857,5.0017997,"same",0.372773957755191,0.41766299141373,0.97875968288867,"Q153_1",-0.676780780064662,NA,0.130163176629624,"1_25_S","1","1_25","S","10",0.856661071526125,0.161095663424649,0.807986843733425
80,"R_11hm6t4X5BgCJer","1_29_O",0,-1,"iv",2,3.432598208,4.623874122,"diff",1.44516138177995,-0.112401129413953,-0.877522700180967,"Q169_1",1.16690792680176,NA,-0.0463989165806049,"1_29_O","1","1_29","O","0",-0.493345307945074,-0.126376844812427,0.367147293869155
81,"R_11hm6t4X5BgCJer","1_29_O",1,23,"-III",3,4.953294563,4.515126098,"diff",0.623428665398787,-0.598293240172663,0.170024579012294,"Q169_1",1.16690792680176,NA,0.152951118819738,"1_29_O","1","1_29","O","1",0.106657527375459,0.636511868297035,0.240295784631563
82,"R_11hm6t4X5BgCJer","1_29_O",2,23,"-vii",3,6.614425345,4.908530818,"diff",0.886857962330232,1.16858716258628,-0.704684765013285,"Q169_1",1.16690792680176,NA,1.02770804393079,"1_29_O","1","1_29","O","2",0.106657527375459,1.46985241022692,0.699191317971938
83,"R_11hm6t4X5BgCJer","1_29_O",3,36,"I",2,5.711208121,3.387914115,"diff",-0.892582466810297,-1.52590545162111,0.2394390184762,"Q169_1",1.16690792680176,NA,-1.09254795381801,"1_29_O","1","1_29","O","3",0.431659063174081,1.01673484772992,-1.0745652676874
84,"R_11hm6t4X5BgCJer","1_29_O",4,36,"I",2,4.943615725,4.959501598,"diff",-0.613601039694034,-1.34921741134521,0.72719487033706,"Q169_1",1.16690792680176,NA,0.479204329823629,"1_29_O","1","1_29","O","4",0.431659063174081,0.631656279446613,0.758647298248115
85,"R_11hm6t4X5BgCJer","1_29_O",5,36,"#I",2,6.849432623,5.154036744,"diff",0.627548196668428,-0.863325300586504,0.439116345646579,"Q169_1",1.16690792680176,NA,1.56483279765456,"1_29_O","1","1_29","O","5",0.431659063174081,1.58774866170098,0.985567070784442
86,"R_11hm6t4X5BgCJer","1_29_O",6,57,"#I",2,1.222838547,3.676792711,"diff",0.136563446932593,-1.26087339120727,0.685752935502194,"Q169_1",1.16690792680176,NA,0.910893628058354,"1_29_O","1","1_29","O","6",0.956661544079548,-1.23494838739464,-0.737596516061745
87,"R_11hm6t4X5BgCJer","1_29_O",7,47,"II",3,1.008227553,3.130202718,"diff",1.287820460286,1.83116731362089,0.176764347590708,"Q169_1",1.16690792680176,NA,1.8463315471545,"1_29_O","1","1_29","O","7",0.706660362695992,-1.34261242202817,-1.37517835889334
88,"R_11hm6t4X5BgCJer","1_29_O",8,53,"II",2,1.23723238,3.899986672,"diff",1.15479811682965,0.771039071965519,-0.118964271750776,"Q169_1",1.16690792680176,NA,0.585929282022816,"1_29_O","1","1_29","O","8",0.856661071526125,-1.22772742398667,-0.477247042442198
89,"R_11hm6t4X5BgCJer","1_29_O",9,57,"#II",4,8.148955951,4.197098172,"diff",0.343776549829385,-0.465777209965742,0.152345687101749,"Q169_1",1.16690792680176,NA,-0.292670003527246,"1_29_O","1","1_29","O","9",0.956661544079548,2.23968136088447,-0.130674840019058
90,"R_11hm6t4X5BgCJer","1_29_O",10,65,"#II",0,6.713522181,5.101330561,"diff",0.492351480307239,-0.421605199896768,0.128155450376847,"Q169_1",1.16690792680176,NA,1.40421122402552,"1_29_O","1","1_29","O","10",1.15666248918639,1.51956638332923,0.924086791752405
93,"R_11hm6t4X5BgCJer","1_29_S",0,2,"iv",2,3.432598208,4.623874122,"diff",1.44516138177995,-0.112401129413953,-0.877522700180967,"Q173_1",-0.477463082025049,NA,-0.0463989165806049,"1_29_S","1","1_29","S","0",-0.418344953530007,-0.126376844812427,0.367147293869155
94,"R_11hm6t4X5BgCJer","1_29_S",1,17,"-III",3,4.953294563,4.515126098,"diff",0.623428665398787,-0.598293240172663,0.170024579012294,"Q173_1",-0.477463082025049,NA,0.152951118819738,"1_29_S","1","1_29","S","1",-0.0433431814546742,0.636511868297035,0.240295784631563
95,"R_11hm6t4X5BgCJer","1_29_S",2,-54,"-vii",3,6.614425345,4.908530818,"diff",0.886857962330232,1.16858716258628,-0.704684765013285,"Q173_1",-0.477463082025049,NA,1.02770804393079,"1_29_S","1","1_29","S","2",-1.81835156927792,1.46985241022692,0.699191317971938
96,"R_11hm6t4X5BgCJer","1_29_S",3,-54,"I",2,5.711208121,3.387914115,"diff",-0.892582466810297,-1.52590545162111,0.2394390184762,"Q173_1",-0.477463082025049,NA,-1.09254795381801,"1_29_S","1","1_29","S","3",-1.81835156927792,1.01673484772992,-1.0745652676874
97,"R_11hm6t4X5BgCJer","1_29_S",4,9,"I",2,4.943615725,4.959501598,"diff",-0.613601039694034,-1.34921741134521,0.727194570130595,"Q173_1",-0.477463082025049,NA,0.479204329823629,"1_29_S","1","1_29","S","4",-0.243344126561519,0.631656279446613,0.758647298248115
98,"R_11hm6t4X5BgCJer","1_29_S",5,-69,"ivo",2,6.849432623,5.154036744,"diff",1.74452154910833,0.859383092103467,-1.7682943242997,"Q173_1",-0.477463082025049,NA,1.56483279765456,"1_29_S","1","1_29","S","5",-2.19335334135325,1.58774866170098,0.985567070784442
99,"R_11hm6t4X5BgCJer","1_29_S",6,33,"#I",2,7.219987207,4.167272574,"diff",0.197655041151737,-1.26087339120727,0.687053863542854,"Q173_1",-0.477463082025049,NA,-0.293477167080102,"1_29_S","1","1_29","S","6",0.356658708759014,1.77364501687741,-0.165465560632185
100,"R_11hm6t4X5BgCJer","1_29_S",7,23,"II",1,3.160945809,4.693772279,"diff",1.28777982792661,1.83116731362089,0.176756742360242,"Q173_1",-0.477463082025049,NA,-0.117849288829239,"1_29_S","1","1_29","S","7",0.106657527375459,-0.262656877578211,0.448681526696926
101,"R_11hm6t4X5BgCJer","1_29_S",8,0,"II",2,1.23723238,3.899986672,"diff",1.15477095462602,0.771039071965519,-0.118969542042074,"Q173_1",-0.477463082025049,NA,0.585929282022816,"1_29_S","1","1_29","S","8",-0.468345189806718,-1.22772742398667,-0.477247042442198
102,"R_11hm6t4X5BgCJer","1_29_S",9,28,"#II",3,7.819428413,4.710131505,"diff",0.343755417869913,-0.465777209965742,0.152339682972428,"Q173_1",-0.477463082025049,NA,0.970314452652493,"1_29_S","1","1_29","S","9",0.231658118067237,2.07436707011737,0.467764103388699
103,"R_11hm6t4X5BgCJer","1_29_S",10,-3,"#II",0,6.713522181,5.101330561,"diff",0.492279143482403,-0.421605199896768,0.12815738504073,"Q173_1",-0.477463082025049,NA,1.40421122402552,"1_29_S","1","1_29","S","10",-0.543345544221785,1.51956638332923,0.924086791752405
106,"R_11hm6t4X5BgCJer","2_14_O",0,-1,"II",7,4.976741572,4.681977862,"same",0.329295884389018,-1.0400133408624,0.789132901268459,"Q177_1",0.294892997878452,NA,0.281949944768664,"2_14_O","2","2_14","O","0",-0.493345307945074,0.648274544299685,0.434923671225203
107,"R_11hm6t4X5BgCJer","2_14_O",1,-17,"V",4,0.5340987918,2.465682574,"same",-0.15793287165301,0.947727112241413,0.334835993977359,"Q177_1",0.294892997878452,NA,3.39851768597986,"2_14_O","2","2_14","O","1",-0.893347198158763,-1.58046890093059,-2.15032240367323
108,"R_11hm6t4X5BgCJer","2_14_O",2,-8,"I",8,1.891262873,4.300370488,"same",-1.54127469073799,-0.598293240172663,-1.69745340377996,"Q177_1",0.294892997878452,NA,0.00918564620127658,"2_14_O","2","2_14","O","2",-0.668346134913563,-0.899619528219985,-0.0102105900473855
109,"R_11hm6t4X5BgCJer","2_14_O",3,23,"IV",9,2.541591344,4.808225765,"same",1.22657664808575,-0.819153290517531,0.950215251586329,"Q177_1",0.294892997878452,NA,-0.333808621512421,"2_14_O","2","2_14","O","3",0.106657527375459,-0.573368828197998,0.582188296774914
110,"R_11hm6t4X5BgCJer","2_14_O",4,29,"I",7,0.8638151729,3.186495745,"same",-2.42924210781607,-0.509949220034715,-1.53820247968379,"Q177_1",0.294892997878452,NA,1.85304089481591,"2_14_O","2","2_14","O","4",0.256658236205592,-1.41505987312472,-1.30951412728852
111,"R_11hm6t4X5BgCJer","2_14_O",5,-56,"V+",6,8.049121377,3.639555553,"same",2.46731005865146,0.947727112241413,1.43238622914204,"Q177_1",0.294892997878452,NA,-1.71014688951857,"2_14_O","2","2_14","O","5",-1.86835180555463,2.18959728628781,-0.781032612813431
