response,trial_id,quadrant,sequence_id,version,time,chord_index,pleasantness_rating
R_6efcBElj6FCvBmV,1_21_S,1,21,S,14.12395,3,24.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,14.388791,3,24.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,14.654192,4,25.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,14.920632,4,25.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,15.186146,4,27.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,15.45169,4,28.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,15.717285,4,30.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,15.983354,4,32.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,16.249452,4,34.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,16.513484,4,35.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,16.779198,4,36.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,17.046136,5,37.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,17.310824,5,38.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,17.576376,5,38.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,17.84205,5,32.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,18.107177,5,27.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,18.372659,5,23.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,18.639413,5,23.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,18.905702,5,23.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,19.170291,5,21.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,19.436147,6,16.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,19.702522,6,14.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,19.967656,6,10.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,20.233589,6,5.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,20.498942,6,1.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,20.764093,6,-3.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,21.030197,6,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,21.2958,6,-9.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,21.560477,6,-11.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,21.826775,7,-12.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,22.091675,7,-14.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,22.357229,7,-15.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,22.623636,7,-18.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,22.889418,7,-20.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,23.153733,7,-21.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,23.421482,7,-24.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,23.68641,7,-25.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,23.951444,7,-26.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,24.217369,8,-27.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,24.483564,8,-27.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,24.748736,8,-27.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,25.013725,8,-27.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,25.27947,8,-24.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,25.545626,8,-21.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,25.81044,8,-18.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,26.076288,8,-15.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,26.342063,8,-13.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,26.60775,9,-10.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,26.873373,9,-9.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,27.138265,9,-8.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,27.405188,9,-8.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,27.669668,9,-8.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,27.935821,9,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,28.201722,9,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,28.467751,9,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,28.73294,9,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,28.998774,10,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,29.26363,10,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,29.529219,10,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,29.795236,10,-7.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,30.060474,10,-10.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,30.326559,10,-13.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,30.591993,10,-17.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,30.857957,10,-19.0
R_6efcBElj6FCvBmV,1_21_S,1,21,S,31.122619,10,-21.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,0.170357,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,0.447019,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,0.704797,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,0.968612,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,1.251155,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,1.509488,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,1.770452,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,2.027907,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,2.293399,-2,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,2.574159,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,2.836554,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,3.099537,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,3.362827,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,3.622777,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,3.895958,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,4.15477,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,4.433054,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,4.694946,-1,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,4.95467,0,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,5.233216,0,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,5.495264,0,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,5.756334,0,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,6.035839,0,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,6.298198,0,
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,6.554582,0,-1.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,6.811454,0,-1.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,7.091102,0,-1.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,7.354297,1,0.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,7.614076,1,0.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,7.897871,1,0.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,8.14657,1,5.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,8.423322,1,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,8.683235,1,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,8.942456,1,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,9.200371,1,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,9.483324,1,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,9.747171,2,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,10.007022,2,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,10.266424,2,7.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,10.525318,2,11.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,10.794004,2,20.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,11.071939,2,36.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,11.351546,2,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,11.613118,2,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,11.870674,2,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,12.130958,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,12.394966,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,12.673996,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,12.935208,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,13.196538,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,13.455445,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,13.718737,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,13.979128,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,14.260064,3,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,14.535433,4,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,14.795185,4,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,15.056351,4,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,15.318205,4,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,15.576417,4,40.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,15.853132,4,39.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,16.129016,4,39.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,16.387958,4,38.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,16.646142,4,32.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,16.905867,5,26.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,17.185705,5,25.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,17.464152,5,25.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,17.725861,5,25.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,17.993427,5,18.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,18.256951,5,4.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,18.525472,5,-13.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,18.786976,5,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,19.045726,5,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,19.304684,6,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,19.598369,6,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,19.860264,6,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,20.119639,6,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,20.380195,6,-16.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,20.639319,6,-5.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,20.902349,6,13.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,21.183841,6,37.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,21.44581,6,54.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,21.710878,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,21.976094,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,22.239501,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,22.499993,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,22.760953,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,23.043755,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,23.310535,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,23.566359,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,23.841501,7,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,24.099623,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,24.358718,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,24.636058,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,24.901742,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,25.165834,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,25.42695,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,25.685528,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,25.963922,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,26.223129,8,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,26.505553,9,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,26.767831,9,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,27.030163,9,62.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,27.284975,9,60.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,27.541994,9,57.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,27.813794,9,56.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,28.094086,9,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,28.35612,9,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,28.615816,9,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,28.878462,10,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,29.150803,10,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,29.415506,10,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,29.674889,10,55.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,29.949116,10,58.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,30.207802,10,71.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,30.471625,10,84.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,30.740412,10,84.0
R_75rcpr2IJ8FQlt7,1_21_S,1,21,S,30.999695,10,88.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,0.047917,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,0.312711,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,0.577999,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,0.844307,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,1.112097,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,1.377286,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,1.641491,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,1.908064,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,2.173498,-2,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,2.439429,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,2.705477,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,2.970722,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,3.237171,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,3.503557,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,3.768292,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,4.013203,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,4.277963,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,4.56578,-1,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,4.810734,0,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,5.075038,0,
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,5.362175,0,-1.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,5.6095,0,2.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,5.875011,0,11.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,6.14164,0,27.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,6.404701,0,39.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,6.672135,0,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,6.936272,0,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,7.20412,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,7.470949,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,7.736222,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,8.001285,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,8.266069,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,8.532604,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,8.799728,1,41.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,9.06404,1,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,9.329107,1,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,9.59706,1,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,9.861531,2,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,10.126684,2,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,10.395318,2,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,10.660418,2,40.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,10.925082,2,47.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,11.190346,2,53.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,11.457923,2,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,11.72271,2,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,11.989386,2,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,12.255847,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,12.52189,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,12.786033,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,13.051554,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,13.319264,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,13.584625,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,13.851187,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,14.11624,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,14.38282,3,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,14.646898,4,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,14.914276,4,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,15.181829,4,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,15.44643,4,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,15.710797,4,57.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,15.97797,4,60.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,16.243578,4,61.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,16.510359,4,61.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,16.775921,4,61.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,17.042735,5,61.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,17.307515,5,61.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,17.572981,5,61.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,17.839363,5,60.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,18.106868,5,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,18.371533,5,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,18.635221,5,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,18.903099,5,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,19.169053,5,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,19.432373,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,19.699305,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,19.96743,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,20.23164,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,20.497109,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,20.764135,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,21.02944,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,21.296265,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,21.561441,6,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,21.828116,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,22.092521,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,22.358508,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,22.625878,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,22.892908,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,23.157496,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,23.422287,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,23.689181,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,23.954147,7,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,24.219112,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,24.48538,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,24.751046,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,25.018274,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,25.282847,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,25.548216,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,25.815339,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,26.080191,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,26.345074,8,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,26.612253,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,26.877743,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,27.141484,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,27.409622,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,27.655578,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,27.920214,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,28.184124,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,28.452382,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,28.716915,9,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,28.984026,10,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,29.25089,10,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,29.515738,10,58.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,29.780631,10,56.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,30.044891,10,55.0
R_6ONTIhMg73HcsJO,1_21_S,1,21,S,30.311826,10,54.0
