"Row","Symbol","Order","Information_content","Entropy","song","file_index"
20,"-VII",6,0.0702510614777965,0.49042573340571,"Rockwell_SomebodysWatchingMe_1984",511
62,"I",10,0.0707444833641514,0.490796056015794,"Dion_AbrahamMartinAndJohn_1968",184
42,"IV",5,0.0709697450888279,0.50123379446525,"JamesBrown_DownAndOutInNewYorkCity_1973",316
97,"IV",8,0.0711222307281662,0.453808223440925,"JoeCocker_WithALittleHelpFromMyFriends_1968",344
38,"-VI",5,0.0712213832556161,0.500304086932509,"MilliVanilli_GirlYouKnowItsTrue_1989",430
24,"I",10,0.0716420388952406,0.495932698620621,"GinoVannelli_WildHorses_1987",278
43,"I",10,0.0718023601188395,0.496914623692809,"Dion_RubyBaby_1963",188
83,"-VII",10,0.0728873390135181,0.499481745736503,"PatBenatar_FireAndIce_1981",450
22,"I",10,0.0728923618784282,0.503198412467139,"FatsDomino_IWantToWalkYouHome_1959",251
23,"IV",4,0.0735430605246116,0.529594239580733,"YoungMC_BustAMove_1990",737
29,"I",10,0.0740159748611265,0.509654374884679,"RayCharles_TheRightTime_1959",489
22,"I",10,0.0751747784191778,0.516289864278595,"ChuckBerry_SweetLittleRockAndRoll_1958",133
17,"I",10,0.0763704524519981,0.523112664307388,"ABBA_OnAndOnAndOn_1981",6
13,"I",10,0.078879683875221,0.537353678706293,"ChubbyChecker_TheTwist_1962",130
24,"I",10,0.0790239303187023,0.538169205053934,"JackieWilson_BabyWorkout_1963",309
81,"i",6,0.0790942460478465,0.55289178859003,"PatBenatar_FireAndIce_1981",450
28,"-VI",4,0.0852549152019274,0.602100260094726,"Quarterflash_HardenMyHeart_1982",481
68,"-VI",5,0.0859310444145519,0.590514682239499,"PatBenatar_FireAndIce_1981",450
98,"IV",7,0.0860448756678959,0.578564798467523,"TheRollingStones_TumblingDice_1972",678
78,"i",5,0.0864296676252219,0.599389288311875,"DepecheMode_WorldInMyEyes_1990.varms",179
78,"i",5,0.0882594123802101,0.60990144255524,"PinkFloyd_AnotherBrickInTheWall_1980.varms",474
23,"i",4,0.0899387889874078,0.624332601735019,"RitaCoolidge_Fever_1973",500
11,"IV",5,0.0953687582357848,0.669764925331642,"TheFabulousThunderbirds_TuffEnuff_1986",627
46,"IV",10,0.0967855512932447,0.639955084622896,"EdgarWinter_Frankenstein_1973",215
27,"iv",4,0.0975740403493486,0.67251134742029,"Dion_BornToCry_1962",185
17,"i",5,0.0987269060180305,0.669100203713662,"BobDylan_GottaServeSomebody_1979",74
44,"IV",9,0.099165449825289,0.676394766798085,"PaulMcCartney_WithALittleLuck_1978",460
11,"V",8,0.104152212168482,0.68364581419026,"MarcCohn_WalkingInMemphis_1991",404
34,"r",10,0.104831389401737,0.571078208162966,"TheJacksons_DancingMachine_1974",635
100,"IV",8,0.106141564277685,0.688442741910103,"Alabama_TakeMeDown_1982",9
63,"iv",4,0.107168691538683,0.732092944424007,"Sagittarius_MyWorldFellDown_1967",524
94,"V",10,0.107339629039077,0.698704599468971,"MichaelJackson_ManInTheMirror_1988",423
74,"I",10,0.109042103751328,0.690066342800592,"FloydCramer_LastDate_1960",255
37,"I",6,0.110761802194488,0.755081607898978,"TheRollingStones_WaitingOnAFriend_1982",679
23,"I",10,0.1115314991098,0.702797828305167,"FatsDomino_BeMyGuest_1959",250
103,"V",5,0.113529655955621,0.774477375735403,"GeorgeHarrison_CrackerboxPalace_1977.varms",273
40,"V",5,0.113581115138465,0.774765311793503,"JamesBrown_DownAndOutInNewYorkCity_1973",316
12,"I",10,0.114137274828773,0.716043821426322,"TheAllmanBrothersBand_StraightFromTheHeart_1981",577
28,"I",10,0.114230041418047,0.750468006606098,"WillieMitchell_2075_1964",728
102,"V",9,0.114844259739259,0.724719217675417,"Alabama_TakeMeDown_1982",9
13,"I",10,0.115911053273781,0.724961779109084,"VanHalen_WhenItsLove_1988.varms",719
53,"V",10,0.116072566302134,0.744396874863035,"WilsonPhillips_HoldOn_1990.varms",730
42,"I",10,0.116315722804279,0.761604755505742,"Dion_RubyBaby_1963",188
21,"I",10,0.11847902755839,0.773101079892215,"FatsDomino_IWantToWalkYouHome_1959",251
17,"I",9,0.119510582618457,0.787419629471165,"JamesBrown_IGotYou_1965",319
147,"i",5,0.120588371746271,0.785302756657865,"RayParkerJr_Ghostbusters_1984",490
28,"I",10,0.12072437381668,0.784975129917235,"RayCharles_TheRightTime_1959",489
13,"I",10,0.121721211773004,0.754139616600011,"TheRascals_PeopleGotToBeFree_1968",663
21,"I",10,0.123056521699472,0.797246314402294,"ChuckBerry_SweetLittleRockAndRoll_1958",133
7,"iv",4,0.124612992166088,0.827687690492855,"JethroTull_LivingInThePast_1972",333
12,"I",10,0.125480607074146,0.809935412738918,"CannedHeat_LetsWorkTogether_1970",108
25,"I",7,0.125656866716044,0.72784135355699,"ThePointerSisters_Jump_1984",658
113,"I",7,0.128504991508714,0.777375832087216,"TheFabulousThunderbirds_TuffEnuff_1986",627
20,"I",10,0.128530194530693,0.787786493876932,"SteveWinwood_BackInTheHighLifeAgain_1987",552
45,"I",10,0.130617906212908,0.798001334938785,"DollyParton_BabyImBurnin_1979",192
12,"I",10,0.130627244252935,0.83665807988182,"ChubbyChecker_TheTwist_1962",130
23,"I",10,0.130677878068006,0.836919535309688,"JackieWilson_BabyWorkout_1963",309
10,"IV",6,0.132920717697951,0.847496250516126,"GeneralPublic_Tenderness_1984",265
13,"IV",5,0.136101535625208,0.856410158339256,"U2_WithOrWithoutYou_1987",715
69,"I",10,0.13858465752797,0.870965223281791,"LaVernBaker_SeeSeeRider_1963",381
14,"I",10,0.138628726863433,0.87118710035544,"TheTemptations_AintTooProudToBeg_1966",690
14,"I",10,0.139516041683505,0.875650213305592,"GlenCampbell_Sunflower_1977",286
62,"IV",6,0.139595693008157,0.862040258254692,"Blondie_IslandOfLostSouls_1982",65
15,"I",10,0.141416909421641,0.885184136107816,"EltonJohn_TheBitchIsBack_1974",220
71,"V",7,0.144150527020968,0.884835236917412,"TheBeachBoys_BluebirdsOverTheMountain_1969",582
10,"I",5,0.144943534104425,0.863145906327408,"BruceSpringsteen_ImGoinDown_1985",103
24,"I",7,0.145093517881368,0.940051078488524,"BoDiddley_YouCantJudgeABookByTheCover_1962",83
63,"-VII",5,0.145303198801294,0.914222630628276,"IsaacHayes_TheLookOfLove_1971",308
11,"IV",8,0.14531995760377,0.886625579025757,"GeneralPublic_Tenderness_1984",265
59,"V",4,0.146659780344733,0.932097440938199,"MaryMacGregor_TornBetweenTwoLovers_1976",414
80,"IV",5,0.146829707793552,0.929673904517639,"PinkFloyd_AnotherBrickInTheWall_1980.varms",474
31,"I",7,0.147316626346336,0.954058398962999,"LittleJoeyAndTheFlips_BongoStomp_1962",391
56,"V",7,0.148576353191879,0.911654535019134,"Chicago_AnotherRainyDayInNewYorkCity_1976",123
18,"V",7,0.148905980069219,0.913261268078178,"ElvisPresley_OneNight_1959",233
102,"I",7,0.149677764431014,0.966311730261931,"TheBeatles_ShesAWoman_1964",598
89,"r",8,0.149879192122962,0.818129218163493,"BoyzIIMen_Motownphilly_1991",88
98,"I",7,0.150584500246,0.893183560422045,"UB40_RedRedWine_1984.varms",716
61,"I",10,0.150654297200748,0.930997057016403,"TheRollingStones_HaveYouSeenYourMotherBabyStandingInTheShadow_1966",672
60,"V",7,0.151334298681686,0.897863826076404,"ABBA_KnowingMeKnowingYou_1977",5
22,"V",7,0.151596649410682,0.926337201662917,"BillyIdol_HotInTheCity_1982",49
87,"V",7,0.151825271771901,0.927445022616525,"JohnDenver_ItAmazesMe_1978",347
395,"I",10,0.152032561462368,0.90018707313382,"MeatLoaf_ParadiseByTheDashboardLight_1978",416
16,"I",7,0.15211589355949,0.978906525963917,"JamesBrown_IGotYou_1965",319
41,"i",8,0.152316520774414,0.933177764197152,"EltonJohn_WhoWearsTheseShoes_1984",221
21,"IV",10,0.152775596913122,0.958298983554181,"Bananarama_Venus_1986",33
13,"V",4,0.152777901083213,0.956899524601516,"TheTurtles_HappyTogether_1967.varms",693
17,"I",4,0.152796810687209,0.976586464553716,"TheRollingStones_ItsOnlyRockNRoll_1974",674
17,"I",7,0.154634845543474,0.991857619241917,"FatsDomino_IWantToWalkYouHome_1959",251
17,"V",7,0.154742408405976,0.941536545285162,"DeanMartin_IWill_1965",176
63,"IV",6,0.155787315581616,0.929650453338938,"BobbyDarin_IfIWereACarpenter_1966",71
45,"I",7,0.157034621036024,1.00442582686104,"JackieWilson_BabyWorkout_1963",309
20,"I",7,0.157238711015934,1.00518072581309,"CannedHeat_LetsWorkTogether_1970",108
86,"iv",7,0.158420808349313,0.940067746992064,"TheJGeilsBand_OneLastKiss_1978",641
104,"r",10,0.15872774441257,0.84794140374444,"BrotherJackMcDuff_ThemeFromElectricSurfboard_1969",100
130,"r",10,0.158761884580452,0.848191079709515,"BobDylan_GottaServeSomebody_1979",74
249,"r",10,0.158843916729714,0.848432273186596,"TheDoors_RidersOnTheStorm_1971",614
83,"r",10,0.159105801519184,0.849848046206892,"JamesBrown_ColdSweatPart1_1967.varms",315
100,"r",10,0.159105801519184,0.8497946242047,"TheBeatles_ComeTogether_1969.varms",590
149,"r",10,0.159179684761769,0.849993699058643,"AndyGibb_ShadowDancing_1978.varms",14
141,"r",10,0.159179684761769,0.849970963930956,"SlyAndTheFamilyStone_IWantToTakeYouHigher_1969",539
20,"I",7,0.15993186168177,1.01889251103913,"ChuckBerry_AlmostGrown_1959",131
15,"V",5,0.160458859106332,1.01359313492429,"U2_WithOrWithoutYou_1987",715
18,"V",7,0.161442974234585,0.97360137293847,"ABBA_TakeAChanceOnMe_1978",7
13,"V",9,0.161636932905359,0.951632276284041,"GeneralPublic_Tenderness_1984",265
18,"IV",10,0.161694620095557,0.935721941035186,"Cher_JustLikeJesseJames_1989",119
29,"IV",5,0.161952658343751,1.01117131123759,"TheRollingStones_ItsOnlyRockNRoll_1974",674
20,"I",7,0.1627189749065,1.0330106632694,"ChubbyChecker_TheTwist_1962",130
16,"vi",7,0.162813807376083,0.967258722227152,"U2_WithOrWithoutYou_1987",715
12,"IV",5,0.163701738669976,0.992495648613242,"TheVentures_Perfidia_1960",694
43,"r",10,0.164197293029143,0.870291940452291,"DuranDuran_AllSheWantsIs_1989",207
13,"I",10,0.165688152326092,1.00380362814112,"TalkingHeads_AndSheWas_1985",565
57,"i",10,0.165978197910723,0.942088222233307,"AliceCooper_HeyStoopid_1991",12
44,"IV",10,0.167214988729961,1.01403698957585,"JamesBrown_MyThang_1974",320
34,"r",3,0.167318372924413,0.927466202110224,"IrmaThomas_WishSomeoneWouldCare_1964",305
162,"r",3,0.16744349575637,0.927903717605887,"BillyIdol_HotInTheCity_1982",49
291,"r",3,0.167474811247938,0.92808325623338,"TinaTurner_PrivateDancer_1985",701
130,"r",3,0.167495547562817,0.928351180903715,"CyndiLauper_AllThroughTheNight_1984",159
71,"r",3,0.167495547562817,0.928026363988842,"TheChiffons_HesSoFine_1963.varms",605
38,"IV",5,0.168873099436793,1.01709957976679,"JimmyCliff_WonderfulWorldBeautifulPeople_1969",338
98,"V",5,0.170416614067221,1.06851270063202,"BobbyWomack_SweetCaroline_1972",72
18,"V",7,0.172658831306038,1.0263607067148,"JohnnyCash_IGotStripes_1959.varms",351
60,"v",5,0.172673519331898,1.02582735474513,"IsaacHayes_TheLookOfLove_1971",308
88,"V",9,0.172964018110289,1.02112212155501,"Dion_LoversWhoWander_1962",187
86,"V",9,0.174743296071424,1.02932089919661,"TheRonettes_BeMyBaby_1963.varms",681
85,"i",8,0.176014343611572,1.06040171775228,"TheJGeilsBand_OneLastKiss_1978",641
20,"r",10,0.176086359134232,0.918391358648069,"IronButterfly_InAGaddaDaVida_1968",306
87,"-VII",10,0.177387782444836,0.983001967358883,"EricClapton_ForeverMan_1985",240
14,"I",6,0.177899069698406,1.08949056732555,"Heart_MagicMan_1976.varms",297
14,"V",7,0.179578860954865,0.991865978045162,"EricCarmen_HungryEyes_1988",238
43,"iv",10,0.182581396078246,1.08093551756851,"EltonJohn_WhoWearsTheseShoes_1984",221
121,"V",7,0.183597514176509,1.11072552756658,"EricClapton_LetItRain_1972.varms",243
56,"-VII",10,0.183892323370671,1.01059075951167,"AliceCooper_HeyStoopid_1991",12
19,"V",7,0.184088849297641,1.04000662978305,"EttaJames_WouldItMakeAnyDifferenceToYou_1963",248
123,"I",6,0.184335640805861,1.12035374073995,"Rush_TheSpiritOfRadio_1980",523
59,"IV",5,0.185697852429036,1.09553522176438,"ABBA_KnowingMeKnowingYou_1977",5
12,"I",8,0.185828340906857,1.05521904085072,"JohnnyHorton_TheBattleOfNewOrleans_1959",354
42,"V",7,0.185974058983718,1.01886472073284,"ABBA_KnowingMeKnowingYou_1977",5
16,"V",9,0.186798063380646,1.08416430787221,"Dion_RunaroundSue_1961",189
101,"I",6,0.187602323706706,1.06582931999564,"Heart_MagicMan_1976.varms",297
22,"V",9,0.188875478901176,1.09349443840534,"DonGibson_SeaOfHeartbreak_1961",194
111,"i",10,0.190303739596612,0.994146320157162,"TheElectricPrunes_IHadTooMuchToDream_1967",621
41,"I",7,0.191007910599807,1.15911736669081,"EttaJames_WouldItMakeAnyDifferenceToYou_1963",248
11,"I",9,0.191530472724039,1.14944983123414,"BrendaLee_ComingOnStrong_1966",93
51,"vi",1,0.192286171357551,1.17445547214226,"BarbraStreisand_FunnyGirl_1964",35
27,"V",7,0.192387838082626,1.07590701026098,"AnneMurray_CouldIHaveThisDance_1980",18
45,"I",6,0.193891215989609,1.09213931697934,"GinoVannelli_WildHorses_1987",278
9,"I",6,0.194167940986727,1.09336684267144,"The5thDimension_IfICouldReachYou_1972.varms",573
47,"vi",4,0.195452330789949,1.16108744231343,"TheAllmanBrothersBand_StraightFromTheHeart_1981",577
15,"I",7,0.195996694354824,1.18266458656481,"BobSeger_OldTimeRockAndRoll_1979",80
327,"I",7,0.1967576837237,1.18114116232215,"StevieWonder_DoIDo_1982",555
11,"I",9,0.196793807304716,1.17311765892066,"WillieNelson_BlueEyesCryingInTheRain_1975",729
49,"V",10,0.196797102561737,1.14474539908062,"FloydCramer_LastDate_1960",255
87,"iv",10,0.197181290302307,1.16691337587853,"TheJGeilsBand_OneLastKiss_1978",641
114,"I",8,0.197599874860003,1.14985747302673,"TheFabulousThunderbirds_TuffEnuff_1986",627
59,"V",10,0.19784304657627,1.14944347633724,"TheBeachBoys_SurfinSafari_1962",587
10,"I",7,0.198049720344168,1.18868823752215,"JimiHendrix_Freedom_1971",335
13,"I",7,0.198115283436998,1.18912469030135,"TheSupremes_FloyJoy_1972",687
12,"I",7,0.198200046021276,1.18956429172123,"ABBA_TakeAChanceOnMe_1978",7
50,"I",7,0.198287044191839,1.1899702056133,"EddieRabbitt_ILoveARainyNight_1981",214
63,"V",10,0.198505172865804,1.15241312772273,"TheByrds_GoinBack_1967",603
10,"I",4,0.199744447103124,1.18529851787329,"TheEverlyBrothers_BirdDog_1958.varms",622
53,"-VII",10,0.200431550535573,1.07923420904762,"ThePowerStation_SomeLikeItHot_1985",662
63,"I",7,0.200472306658783,1.2001464930868,"TheMeters_LookKaPyPy_1970.varms",647
135,"V",9,0.200720104315515,1.16483359472438,"TheAmboyDukes_JourneyToTheCenterOfTheMind_1968",578
47,"V",10,0.201048777390491,1.16378950414172,"FatsDomino_BeMyGuest_1959",250
16,"V",10,0.202140603770991,1.1686573751168,"JohnDenver_SeasonsOfTheHeart_1982.varms",349
38,"I",6,0.202824889006115,1.21547601783897,"SpandauBallet_True_1983",547
14,"ii",2,0.203010051491361,1.27404777424553,"DeanMartin_EverybodyLovesSomebody_1964",175
16,"V",9,0.203705769243795,1.15910696578494,"Dion_LoveCameToMe_1962",186
13,"I",7,0.204984473282064,1.22115337008735,"RunDMC_WalkThisWay_1986",522
14,"I",7,0.205177067161253,1.22192835479458,"CheapTrick_IWantYouToWantMe_1979",115
16,"IV",10,0.205344270929237,1.06781990570666,"GrandFunkRailroad_WalkLikeAMan_1973",292
33,"V",10,0.206477102869167,1.18809671505947,"BobSeger_EvenNow_1983",77
31,"-VII",4,0.207172645260147,1.21168923520694,"Chicago_FeelinStrongerEveryDay_1973",125
25,"V",6,0.208016154440361,1.16234301499492,"TheChiffons_HesSoFine_1963.varms",605
42,"I",9,0.208710493205656,1.22862426830285,"ABBA_Fernando_1976",3
16,"V",10,0.208949431585347,1.19880880542682,"BuckOwens_ThinkOfMe_1966",106
20,"V",10,0.209008102872132,1.19906709488374,"TheContours_DoYouLoveMe_1988",607
23,"V",9,0.21026858403385,1.20901649158722,"TheOJays_LoveTrain_1973",655
105,"IV",10,0.210454744309164,1.0815018380908,"Roxette_TheLook_1989.varms",517
111,"IV",10,0.210689011066096,1.23928121131313,"Chicago_MakeMeSmile_1970",126
18,"I",8,0.211776196196176,1.20233141339682,"RodStewart_TwistinTheNightAway_1987",514
13,"V",10,0.212078077298603,1.21254621548661,"PsychedelicFurs_PrettyInPink_1986",479
25,"V",9,0.212272598001364,1.19624061902726,"GaryUSBonds_QuarterToThree_1961",263
17,"I",7,0.21266262313208,1.2599021678584,"JerryJeffWalker_MrBojangles_1968",330
14,"I",10,0.212865526973297,1.11308911669733,"Whitesnake_HereIGoAgain_1987.varms",726
139,"IV",10,0.213262327579672,1.23955557041258,"IsaacHayes_TheLookOfLove_1971",308
22,"IV",10,0.213468462330577,1.2489569814396,"DrJohn_RightPlaceWrongTime_1973",206
31,"V",9,0.214923415040019,1.2276527250178,"CultureClub_KarmaChameleon_1984.varms",158
17,"V",7,0.215078611284168,1.23413935707014,"GaryUSBonds_QuarterToThree_1961",263
121,"r",2,0.215402977843163,1.15790749387127,"TheWho_PinballWizard_1969",697
205,"r",2,0.215421426027843,1.15783278043688,"MichaelJackson_HumanNature_1983",422
79,"r",2,0.215421426027843,1.15825116518875,"OtisRedding_IveBeenLovingYouTooLong_1965",447
137,"r",2,0.215421426027843,1.15800595042589,"TheAlanParsonsProject_EyeInTheSky_1982",576
87,"IV",10,0.21576436055909,1.17761550075628,"Dion_LoversWhoWander_1962",187
9,"V",7,0.215929747364492,1.23787631255001,"BonniePointer_HeavenMustHaveSentYou_1979",84
13,"V",10,0.218196092823974,1.23954155426378,"StevieWonder_DoIDo_1982",555
13,"I",9,0.218512853906044,1.27278361999751,"MilliVanilli_GirlImGonnaMissYou_1989",429
109,"-VII",4,0.21883014831187,1.26375444524263,"NenehCherry_KissesOnTheWind_1989",439
129,"IV",10,0.219092027322007,1.12301232312966,"GratefulDead_SugarMagnolia_1973.varms",293
11,"I",9,0.219136670769262,1.27556977648172,"OtisRedding_IveBeenLovingYouTooLong_1965",447
13,"V",6,0.219582788268571,1.21118457925404,"FreddyFender_SecretLove_1975",262
45,"ii",10,0.220716569546118,1.23374187191635,"JamesBrown_DownAndOutInNewYorkCity_1973",316
9,"I",7,0.220719434564889,1.29268497373512,"BeastieBoys_BrassMonkey_1987",41
62,"i",4,0.220777098655537,1.3255576082142,"IsaacHayes_TheLookOfLove_1971",308
20,"I",10,0.221358073443136,1.28554454770291,"BobbyWomack_SweetCaroline_1972",72
16,"IV",6,0.221488981785131,1.26479342163795,"GaryUSBonds_QuarterToThree_1961",263
12,"vi",7,0.222224760716692,1.22992436966248,"BruceSpringsteen_ImGoinDown_1985",103
8,"IV",6,0.222351079757524,1.26854784051895,"BonniePointer_HeavenMustHaveSentYou_1979",84
21,"V",10,0.222459790642175,1.13558974275495,"BrendaLee_HeartInHand_1962",96
17,"V",7,0.222486807049552,1.20171031415102,"BuckOwens_IveGotATigerByTheTail_1965",105
59,"IV",10,0.223787912083568,1.29500959951229,"JamesBrown_DownAndOutInNewYorkCity_1973",316
27,"IV",10,0.223989932579767,1.13289831035946,"BobbyDarin_IfIWereACarpenter_1966",71
51,"IV",10,0.22419809822961,1.13410002886137,"Chicago_MakeMeSmile_1970",126
29,"I",7,0.225445853852487,1.31772029796476,"MarvinGayeAndKimWeston_ItTakesTwo_1967",412
38,"V",7,0.226279645153801,1.18187771403449,"TheHollies_LongDarkRoad_1972",633
30,"V",4,0.227092865500793,1.33315364894555,"Cher_JustLikeJesseJames_1989",119
13,"V",10,0.228614965031753,1.15882935010615,"NeilSedaka_BreakingUpIsHardToDo_1976",438
17,"I",10,0.22892774128917,1.31943032106477,"JohnnyTillotson_ItKeepsRightOnAHurtin_1962",357
39,"I",10,0.229212950465031,1.32018181634268,"RobertaFlackAndDonnyHathaway_YouveGotAFriend_1971",506
13,"IV",8,0.230436804496041,1.26789215342267,"TheEagles_AlreadyGone_1974.varms",617
77,"V",9,0.231294531436318,1.29822557807462,"BillyIdol_CatchMyFall_1985",47
41,"I",7,0.232432915349981,1.34882177459131,"EricClapton_LayDownSally_1978.varms",242
13,"IV",10,0.23246980635066,1.33315931897765,"LittleRiverBand_HappyAnniversary_1978",392
14,"I",10,0.23337569212524,1.20349694372912,"CheapTrick_DreamPolice_1979",114
15,"IV",10,0.233689874712974,1.25057252081047,"Dion_RunaroundSue_1961",189
12,"V",10,0.234347595566701,1.30827910169603,"TheMusicExplosion_LittleBitOSoul_1967",653
91,"V",5,0.234475482091043,1.33231285112428,"The5thDimension_IDidntGetToSleepAtAll_1972",572
13,"IV",10,0.235341479434854,1.3456612356622,"Santana_EvilWays_1970",527
25,"V",10,0.235385576535532,1.31265623163901,"NittyGrittyDirtBand_MakeALittleMagic_1980",442
21,"IV",10,0.23577969205839,1.2589349234464,"DonGibson_SeaOfHeartbreak_1961",194
13,"IV",10,0.235940019011489,1.24971110172134,"Whitesnake_HereIGoAgain_1987.varms",726
65,"IV",10,0.237014285149491,1.18278013268872,"Poison_UnskinnyBop_1990",477
101,"V",6,0.23707649643799,1.27191387602294,"TracyChapman_BabyCanIHoldYou_1989",714
101,"I",10,0.238367903036999,1.277957513758,"Alabama_TakeMeDown_1982",9
18,"V",10,0.23851554374521,1.19568473280778,"GeorgeBenson_Breezin_1976",270
135,"r",2,0.239038703260717,1.25174679414776,"TracieSpencer_ThisHouse_1990",713
96,"V",6,0.239174269879115,1.29852784389366,"BlueCheer_SummertimeBlues_1968",67
45,"I",6,0.239229934965135,1.34294199601763,"TomJones_ShesALady_1971.varms",708
37,"I",10,0.239864672211774,1.36664665850278,"DonGibson_SeaOfHeartbreak_1961",194
25,"V",10,0.239932611770144,1.20090789880132,"TheVentures_Perfidia_1960",694
35,"I",5,0.240182512580953,1.39827509814576,"TheSupremes_FloyJoy_1972",687
12,"I",9,0.241173326119836,1.37220874740924,"Chicago_AnotherRainyDayInNewYorkCity_1976",123
22,"V",10,0.242009542034613,1.20854010730032,"CliffRichard_DaddysHome_1982",137
17,"-III",3,0.242019851709987,1.40690724137223,"FourTops_StandingInTheShadowsOfLove_1967",259
171,"IV",10,0.245101034479167,1.28730219229952,"JuiceNewton_QueenOfHearts_1981.varms",366
24,"-VII",10,0.246545324655421,1.3211133804517,"GrandFunkRailroad_WalkLikeAMan_1973",292
105,"IV",10,0.246984120006044,1.30261714153317,"GeorgeHarrison_CrackerboxPalace_1977.varms",273
31,"V",6,0.247068453956166,1.32349612690099,"TheBeachBoys_StillCruisin_1989",586
24,"IV",10,0.247396237455729,1.30489287258924,"GaryUSBonds_QuarterToThree_1961",263
109,"-VI",10,0.247647109142961,1.27925671676199,"TheElectricPrunes_IHadTooMuchToDream_1967",621
60,"V",10,0.247698280987873,1.34080568119608,"LesleyGore_YouDontOwnMe_1964",387
29,"I",7,0.250894636591612,1.43264643147632,"REOSpeedwagon_TimeForMeToFly_1980",494
35,"V",10,0.251334741969381,1.35547251887355,"TheCrystals_TheresNoOther_1961",611
26,"I",10,0.251551919986579,1.41665039204729,"JohnnyTillotson_OutOfMyMind_1963",359
11,"V",7,0.252080978274726,1.31922283885789,"BobSeger_OldTimeRockAndRoll_1979",80
85,"vi",8,0.25298103870784,1.40186115938614,"Dion_LoversWhoWander_1962",187
107,"V",10,0.253193412223237,1.36293614481318,"ElvisPresley_HisLatestFlame_1961",225
100,"I",8,0.253352086818924,1.40983156754968,"JohnnyCash_TheWaysOfAWomanInLove_1958",352
125,"IV",10,0.254459240628568,1.24414257923277,"Chicago_FeelinStrongerEveryDay_1973",125
30,"V",10,0.254615249861691,1.31377587379373,"CultureClub_KarmaChameleon_1984.varms",158
15,"IV",10,0.25487217799455,1.33400913621529,"Dion_LoveCameToMe_1962",186
52,"I",8,0.255273770397308,1.41398000555551,"Chicago_AnotherRainyDayInNewYorkCity_1976",123
19,"I",8,0.256867102530418,1.42446893947381,"CultureClub_KarmaChameleon_1984.varms",158
86,"IV",9,0.257400604669389,1.41853168088652,"Dion_LoversWhoWander_1962",187
104,"I",10,0.257961163553037,1.28255755755915,"RitaCoolidge_TheWayYouDoTheThingsYouDo_1978",502
69,"-VII",4,0.258130714803766,1.4719190421972,"DuranDuran_IsThereSomethingIShouldKnow_1983.varms",209
50,"I",10,0.25833471341763,1.28391214270734,"PaulSimon_50WaysToLeaveYourLover_1976",463
31,"V",10,0.25893856082835,1.38586714180332,"EddieHolland_Jamie_1962",213
15,"V",9,0.259253121570988,1.36486870923564,"TheEagles_AlreadyGone_1974.varms",617
15,"I",6,0.26002130945719,1.39510317622894,"JackieWilson_BabyWorkout_1963",309
13,"IV",10,0.261120232419018,1.35024895398734,"CheapTrick_DreamPolice_1979",114
13,"IV",10,0.261650009067409,1.36271190463707,"YoungMC_BustAMove_1990",737
106,"I",10,0.261725815147876,1.32806708675519,"GeorgeHarrison_CrackerboxPalace_1977.varms",273
29,"V",5,0.261747982328807,1.37322130826506,"TheOJays_LoveTrain_1973",655
61,"I",8,0.264198930326278,1.45474551715552,"DaveDudley_SixDaysOnTheRoad_1963",168
21,"I",8,0.26514502647606,1.45862758608841,"DoubleExposure_TenPercent_1976",199
19,"I",8,0.265187170199513,1.45479986767299,"MarieOsmond_PaperRoses_1973",405
